"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"22","1","22","654","A randomised controlled trial: can acupuncture reduce drug requirement during analgosedation with propofol and alfentanil for colonoscopy? A study protocol.","Eberl","2015","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is explicitly a study protocol with planned outcomes only.","Protocol without participant results.","high","protocol","no","4","0","","no; colonoscopy sedation","planned","EA","sham/placebo acupuncture","planned","yes","yes","during colonoscopy","planned only","no","no","yes","2026-07-27T09:22:39.201Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"23","1","23","655","[Impacts of the transcutaneous electrical acupoint stimulation on EC50 in the remifentanil inhibition of tracheal intubation response].","Huang","2015","English","yes","YES","INCLUDE_ELIGIBLE","Forty surgical patients under explicit intravenous general anesthesia were randomized to preinduction TEAS or sham, with remifentanil requirement for intubation measured.","Eligible randomized preinduction TEAS trial.","high","primary_results","yes","9","0","","yes; explicit","yes","TEAS","sham without current","yes","yes","yes","30 minutes before induction","yes; anesthetic opioid requirement","no","no","yes","2026-07-27T09:22:40.295Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"24","1","24","657","Does transcutaneous electric acupoint stimulation improve the quality of recovery after thyroidectomy? A prospective randomized controlled trial.","Chen","2015","English","yes","YES","INCLUDE_ELIGIBLE","Thyroidectomy patients under explicit general anesthesia were randomized to TEAS or control, with recovery, pain, opioid, PONV, and satisfaction outcomes.","Eligible randomized perioperative TEAS trial.","high","primary_results","yes","9","0","","yes; explicit","yes","TEAS","control/placebo","yes","yes","yes","preoperative TEAS","yes","no","no","yes","2026-07-27T09:22:43.630Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"25","1","25","659","[Impacts on oxidative stress in the patients with cardiac valve replacement treated with electroacupuncture at Neiguan (PC 6)].","Ma","2015","English","yes","YES","INCLUDE_ELIGIBLE","Fifty valve-replacement patients were randomized to perioperative EA or anesthesia-only control; EA began 30 minutes before surgery and vasoactive-drug use was recorded.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","highly evident for valve replacement with bypass","yes","EA at PC6","same anesthesia and surgery without EA","yes","yes","yes","30 minutes before through surgery","yes; vasoactive-drug requirement","no","no","yes","2026-07-27T09:22:46.937Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"26","1","26","660","Dexamethasone alone vs in combination with transcutaneous electrical acupoint stimulation or tropisetron for prevention of postoperative nausea and vomiting in gynaecological patients undergoing laparoscopic surgery.","Yang","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract reports 157 randomized adults undergoing laparoscopic surgery under general anaesthesia; electrical acupoint stimulation plus balanced dexamethasone was compared with dexamethasone alone and clinical PONV was measured.","Eligible randomized perioperative TEAS trial with usual-care comparator.","high","primary_results","yes","9","0","","yes","yes","TEAS","usual care/no stimulation","yes","yes","yes","early perioperative","yes","no","no","yes","2026-07-27T09:27:47.577Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"27","1","27","661","[Protection of Transcutaneous Acupoint Electrical Stimulation for Brain Injury Undergoing Intervention: a Clinical Observation].","Yuan","2015","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","The abstract reports only physiological, laboratory, biomarker, or mechanistic outcomes without a clinical perioperative endpoint.","Surrogate outcomes only.","moderate","primary_results","yes","7","0","","unclear","yes","TEAS or EA","control/sham","unclear","yes","yes","early perioperative","no","no","no","yes","2026-07-27T09:27:50.976Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"28","1","28","662","[Effect of Modified Huanglian Jiedu Decoction Purgation Combined Electroacupuncture in Intervening Gastrointestinal Dysfunction of Critically Ill Patients Undergoing Abdominal Surgery].","Wang","2015","English","yes","NO","EXCLUDE_INSEPARABLE_INTERVENTION","The intervention combines electroacupuncture with modified Huanglian Jiedu decoction purgation, preventing independent estimation of the EA effect.","EA embedded in an inseparable herbal co-intervention package.","moderate","primary_results","yes","6","0","","unclear","unclear","TEAS or EA","control/sham","unclear","no","unclear","unclear","yes","no","no","yes","2026-07-27T09:27:52.148Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"29","1","29","663","[Clinical observation of dysantonomia treated with transcutaneous electrical stimulation at Renying (ST 9) combined with stellate ganglion block].","Zheng","2015","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The visible title/abstract does not establish therapeutic body-point TEAS or needle-based electroacupuncture, or identifies an excluded modality.","Ineligible intervention.","moderate","primary_results","yes","3","0","","unclear","unclear","not eligible TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","unclear","no","no","no","yes","2026-07-27T09:27:55.465Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"30","1","30","664","Electroacupuncture for postoperative pain and gastrointestinal motility after laparoscopic appendectomy (AcuLap): study protocol for a randomized controlled trial.","Kim","2015","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol publication describing the planned AcuLap trial without participant results.","Trial protocol without participant results.","moderate","protocol","no","2","0","","not_applicable","planned","TEAS or EA","planned","not_applicable","not_applicable","not_applicable","planned","planned only","no","no","yes","2026-07-27T09:27:58.867Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"31","1","31","665","Blockade of the brachial plexus abolishes activation of specific brain regions by electroacupuncture at LI4: a functional MRI study.","Gu","2015","English","yes","NO","EXCLUDE_NON_SURGICAL","Title/abstract describes a non-operative condition or later rehabilitation rather than acute operative surgery.","Non-surgical or remote postoperative population.","moderate","primary_results","yes","4","0","","no/not_applicable","unclear","TEAS or EA","unclear","unclear","unclear","no","not acute perioperative","no","no","no","yes","2026-07-27T09:28:02.205Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"32","1","32","666","Effects of transcutaneous electrical acupoint stimulation at different frequencies on perioperative anesthetic dosage, recovery, complications, and prognosis in video-assisted thoracic surgical lobectomy: a randomized, double-blinded, placebo-controlled t","Huang","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract supports randomized therapeutic TEAS/EA in operative surgery under general anesthesia, early perioperative delivery, a control comparison, and a clinical perioperative outcome.","Eligible randomized perioperative TEAS/EA trial.","moderate","primary_results","yes","9","0","","yes; highly evident from operative methods","yes","TEAS or EA","sham/control/usual care","yes","yes","yes","early perioperative","yes","no","no","yes","2026-07-27T09:28:03.391Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"33","1","33","668","[Electroacupuncture Intervention Enhances Splenic Natural Killer Cell Activity via Inhibiting Phosphorylation of ERK 5 in the Hypothalamus of Surgically Traumatized Rats].","Chen","2015","English","yes","NO","EXCLUDE_ANIMAL","Abstract identifies an animal experiment.","Animal study.","moderate","animal_study","yes","1","0","","not_applicable","animal groups","EA or TEAS","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no human outcome","no","no","yes","2026-07-27T09:28:04.526Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"34","1","34","669","[Effect of electro-acupuncture combined with olfactory ensheathing cell transplantation on spinal cord injury axonal regeneration and direction].","Tan","2015","English","yes","NO","EXCLUDE_ANIMAL","Abstract identifies an animal experiment.","Animal study.","moderate","animal_study","yes","1","0","","not_applicable","animal groups","EA or TEAS","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no human outcome","no","no","yes","2026-07-27T09:28:05.789Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"35","1","35","670","Inhibition of spinal microglia and astrocytes contributes to the anti-allodynic effect of electroacupuncture in neuropathic pain induced by spinal nerve ligation.","Liang","2015","English","yes","NO","EXCLUDE_ANIMAL","Abstract identifies an animal experiment.","Animal study.","moderate","animal_study","yes","1","0","","not_applicable","animal groups","EA or TEAS","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no human outcome","no","no","yes","2026-07-27T09:28:09.134Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"36","1","36","671","Transcutaneous Electrical Acupoint Stimulation Improves the Postoperative Quality of Recovery and Analgesia after Gynecological Laparoscopic Surgery: A Randomized Controlled Trial.","Yao","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract supports randomized therapeutic TEAS/EA in operative surgery under general anesthesia, early perioperative delivery, a control comparison, and a clinical perioperative outcome.","Eligible randomized perioperative TEAS/EA trial.","moderate","primary_results","yes","9","0","","yes; explicit","yes","TEAS or EA","sham/control/usual care","yes","yes","yes","early perioperative","yes","no","no","yes","2026-07-27T09:28:10.410Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"37","1","37","672","Transcutaneous electric acupoint stimulation at Jiaji points reduce abdominal pain after colonoscopy: a randomized controlled trial.","Chen","2015","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Abstract reports non-general anesthesia or a procedure normally performed without general anesthesia, with no GA established.","No general anesthesia.","moderate","primary_results","yes","6","0","","no","yes","TEAS or EA","control/sham","unclear","yes","unclear","unclear","yes","no","no","yes","2026-07-27T09:28:11.616Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"38","1","38","673","Transcutaneous electric acupoint stimulation alleviates remifentanil-induced hyperalgesia in patients undergoing thyroidectomy: a randomized controlled trial.","Chen","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract supports randomized therapeutic TEAS/EA in operative surgery under general anesthesia, early perioperative delivery, a control comparison, and a clinical perioperative outcome.","Eligible randomized perioperative TEAS/EA trial.","moderate","primary_results","yes","9","0","","yes; explicit","yes","TEAS or EA","sham/control/usual care","yes","yes","yes","early perioperative","yes","no","no","yes","2026-07-27T09:28:12.725Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"39","1","39","674","[Efficacy of acupuncture intervention on urinary retention after spinal anesthesia].","He","2015","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Abstract reports non-general anesthesia or a procedure normally performed without general anesthesia, with no GA established.","No general anesthesia.","moderate","primary_results","yes","6","0","","no","yes","TEAS or EA","control/sham","unclear","yes","unclear","unclear","yes","no","no","yes","2026-07-27T09:28:13.845Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"40","1","40","676","[Clinical research of lung resection surgery with microinjection acupuncture and drug anesthesia instead of traditional acupuncture anesthesia].","Min","2015","English","yes","NO","EXCLUDE_INSEPARABLE_INTERVENTION","The electroacupuncture arm also received postoperative moxibustion while the comparator did not, preventing independent estimation of the full perioperative EA effect.","EA embedded in an inseparable co-intervention package.","high","primary_results","yes","0","0","","yes","yes","EA","ineligible active comparator","uncertain","no","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:39:03.744Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"41","1","41","677","Postoperative analgesia after low-frequency electroacupuncture as adjunctive treatment in inguinal hernia surgery with abdominal wall mesh reconstruction.","Dalamagka","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract reports randomized pre/intra/postoperative EA versus sham for inguinal hernia repair under general anaesthesia with postoperative pain outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:39:08.916Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"42","1","42","678","Efficacy of electroacupuncture pretreatment for myocardial injury in patients undergoing percutaneous coronary intervention: A randomized clinical trial with a 2-year follow-up.","Wang","2015","English","yes","NO","EXCLUDE_NON_SURGICAL","Citation describes a non-operative or remote rehabilitation setting.","Non-surgical or remote postoperative population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:39:09.947Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"43","1","43","679","A comparison study of immune-inflammatory response in electroacupuncture and transcutaneous electrical nerve stimulation for patients undergoing supratentorial craniotomy.","Li","2015","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Abstract reports surrogate physiological or laboratory outcomes without an eligible clinical perioperative outcome.","Surrogate outcomes only.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:39:13.440Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"44","1","44","681","Intraoperative and postoperative anaesthetic and analgesic effect of multipoint transcutaneous electrical acupuncture stimulation combined with sufentanil anaesthesia in patients undergoing supratentorial craniotomy.","Liu","2015","English","yes","YES","INCLUDE_ELIGIBLE","Abstract describes randomized perioperative TEAS and EA under general anaesthesia with eligible timing, comparator, and clinical outcome.","Eligible randomized perioperative TEAS and EA trial.","high","primary_results","yes","9","0","","yes","yes","TEAS and EA","sham","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:39:14.653Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"45","1","45","682","Single-blinded, randomised preliminary study evaluating the effects of 2 Hz electroacupuncture for postoperative pain in patients with total knee arthroplasty.","Tzeng","2015","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","7","0","","uncertain","yes","EA","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T09:39:15.776Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"46","1","46","683","[Clinical research of electroacupuncture combined with transperineal injection of BTX-A for neurogenic bladder after spinal cord injury].","Meng","2015","English","yes","NO","EXCLUDE_NON_SURGICAL","Citation describes a non-operative or remote rehabilitation setting.","Non-surgical or remote postoperative population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:39:19.270Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"47","1","47","684","[Remodeling of cross electro-nape-acupuncture on cough reflex in patients with tracheotomy after cerebral hemorrhage: a randomized controlled trial].","Cai","2015","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","No eligible therapeutic TEAS or needle-based electroacupuncture is described.","Ineligible intervention.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:39:22.761Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
