"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1011","11","11","2198","Effects of electroacupuncture administered preoperative on postoperative nausea and vomiting in patients undergoing gynecologic laparoscopic surgery","ChiCTR-IOR-16010254","2016","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:04.201Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1012","11","12","2200","To explore the molecular mechanism of electroacupuncture in improving postoperative cognitive dysfunction via regulating Th17/Treg immune axis","ChiCTR2400093820","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:04.693Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1013","11","13","2201","Electrocupuncture decreases preoperative anxiety in patients scheduled for surgery on Non-puerperal mastitis","ChiCTR2200060802","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:05.092Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1014","11","14","2206","Research on the Combined Traditional Chinese and Western Medicine Precision Intervention for Chronic Pain after Thoracoscopic Surgery Based on Inflammatory Cytokine Detection","ITMCTR2024000154","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:05.555Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1015","11","15","2207","Clinical Observation on the Effectiveness and Safety of Electroacupuncture Combined with Moxibustion in Postoperative Intestinal Function Recovery in Patients with Adhesive Small Bowel Obstruction","ChiCTR2500096354","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:06.065Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1016","11","16","2208","Research on the clinical effect and mechanism of electroacupuncture in preventing postoperative cognitive dysfunction in elderly patients","ITMCTR2025000887","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:06.550Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1017","11","17","2209","The Effect of Preoperative Electroacupuncture and Acupuncture on Post-Hysterectomy Nausea and Vomiting","IRCT20200206046395N7","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:06.949Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1018","11","18","2210","Electroacupuncture to Prevent Urinary Retention after Laparoscopic Rectal Cancer Resection: a Prospective, Multicenter, Randomized Controlled Trial","ChiCTR2500115793","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:07.408Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1019","11","19","2211","Curative Effect of Electroacupuncture on Improving Blood Hypercoagulability Status After Total Knee Arthroplasty","ChiCTR2200061259","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:07.879Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1020","11","20","2213","Acupuncture of postoperative ileus after laparoscopic surgery for colorectal cancer: a randomized, sham-controlled trial","ChiCTR2300077633","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:08.357Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1021","11","21","2214","Clinical study for preoperative electroacupuncture analgesia for acute pain in knee osteoarthritis patients undergo total knee arthroplasty","ChiCTR1900027992","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:08.833Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1022","11","22","2215","Herbal tea as a preoperative tranquilizer: clinical trial","RBR-35478mr","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:09.295Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1023","11","23","2216","Effect of preoperative waiting time on preoperative anxiety and postoperative recovery quality in patients undergoing urological surgery","ChiCTR2400080804","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:09.981Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1024","11","24","2217","Clinical research of the adjustment effect of acupuncture on the preoperative and postoperative CBF and brain function of ischemic cerebrovascular disease","ChiCTR-IOR-15007447","2015","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:10.460Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1025","11","25","2218","Influence of perinterventional acupuncture on the incidence of postoperative delirium after elective, endoprosthetic replacement of the hip joint","DRKS00013158","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:10.926Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1026","11","26","2219","Effect of Electroacupuncture on intraoperative intracranial pressure in patients undergoing laparoscopic cholecystectomy","ITMCTR2100004516","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:37.798Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1027","11","27","2221","Electroacupuncture on preoperative anxiety for gynecological endoscopic surgery","ChiCTR2000031468","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:38.262Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1028","11","28","2223","Clinical study on the effect of electroacupuncture on blood flow of internal carotid artery in patients with laparoscopic gallbladder surgery","ChiCTR2100041761","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:38.648Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1029","11","29","2224","Effect of TEAS on PONV After Spinal Surgery","NCT03187535","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:38.991Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1030","11","30","2225","Effects of Perioperative TEAS on Postoperative Pain and Agitation in Pediatric Adenoidectomy and Tonsillectomy","NCT05330494","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:39.763Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1031","11","31","2267","Electroacupuncture on adjuvant analgesia after total knee arthroplasty: a randomized controlled trail","Shi","2022","English","yes","MAYBE","UNCERTAIN_GENERAL_ANAESTHESIA","Randomized EA plus celecoxib versus celecoxib alone begins on the operation day after total knee arthroplasty and reports pain and recovery outcomes, but the anesthesia type is not stated.","Randomized EA plus celecoxib versus celecoxib alone begins on the operation day after total knee arthroplasty and reports pain and recovery outcomes, but the anesthesia type is not stated.","high","primary_results","yes","7","1","general_anaesthesia","unclear","yes","EA","celecoxib alone","yes","yes","yes","On the day of operation and for three postoperative days.","yes","no","no","yes","2026-07-28T17:06:40.223Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1032","11","32","2268","Does electroacupuncture reduce gut problems in patients treated with pain-relieving drugs after keyhole surgery to the lower bowel?","ISRCTN13146325","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:40.585Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1033","11","33","2269","The Effects of Electroacupuncture on Postoperative Pain","NCT05783011","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:41.395Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1034","11","34","2270","Effect of electroacupuncture preconditioning on postoperative delirium and plasma circRNA-089763 expression in elderly patients","ChiCTR2100049334","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:06:42.048Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1035","11","35","2393","Effects of electroacupuncture on postoperative pain and gastrointestinal motility after laparoscopic appendectomy","KCT0001486","2015","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:52.951Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1036","11","36","2394","Influence of perioperative electroacupuncture on early and long term cognitive function after hip fracture in elderly patients","ChiCTR2100053050","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:53.924Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1037","11","37","2396","A RANDOMISED, CONTROLLED STUDY OF PREOPERATIVE ELETROACUPUNCTURE FOR POSTOPERATIVE PAIN CONTROL AFTER CARDIAC SURGERY","Unknown","unclear","English","no","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free record does not establish participant results, comparator, general anesthesia, or a separable eligible EA effect.","Abstract-free record does not establish participant results, comparator, general anesthesia, or a separable eligible EA effect.","high","conference_abstract","unclear","3","4","results|comparator|general_anaesthesia|intervention_effect_separable","unclear","yes","EA","not_applicable","not_applicable","not_applicable","yes","not_applicable","unclear","no","no","yes","2026-07-28T17:07:54.868Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1038","11","38","2399","The Efficacy and Mechanism of Electroacupuncture in Preventing and Treating Postoperative Fatigue Syndrome Following Laparoscopic Colorectal Surgery","ITMCTR2026000713","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:55.801Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1039","11","39","2400","Effect of transcutaneous electroacupuncture on recovery of gastrointestinal function after bariatric surgery: a single-center randomized controlled study","ITMCTR2026001083","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:57.023Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1040","11","40","2401","The efficacy and safety of electroacupuncture analgesia on controlling intraoperative pain and haemodynamics in total thyroidectomy for Graves disease - A randomised controlled trial","TCTR20231103006","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:57.982Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1041","11","41","2402","The clinical application of the TEAS in ERAS","ChiCTR-INR-17012527","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:58.953Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1042","11","42","2403","The effect of acupuncture point electrical stimulation on the long-term reuse rate of the radial artery in patients undergoing interventional manual surgery for intracranial aneurysms via the radial artery approach: a single-center randomized controlled ","ITMCTR2025002023","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:07:59.923Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1043","11","43","2404","Combination of Acupuncture and 'Qizhu Fomula' Improves Relapse-free Survival in Patients with Triple-negative Breast Cancer: a Randomized, Controlled Study during the Perioperative Period","ChiCTR2100053612","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:00.851Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1044","11","44","2405","Study on immune monitoring and electroacupuncture intervention of ureteral stone obstruction complicated with sepsis","ChiCTR2200063784","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:01.977Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1045","11","45","2406","Shoulder joint Rotator cuff injury: a study on the efficacy of electroacupuncture based on hemodynamics in promoting rehabilitation after rotator cuff repair surgery","ITMCTR2025002542","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:02.939Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
