assessment_id,result_id,study,domain,source_text,source_text_sha256,line_start,line_end,excerpt
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,184,189,"2.6. Randomization and blinding 
The participants were randomized into either TEAS (n = 37) or control (n = 37) group in a 1:1 ratio based on a randomization 
number generated by an independent researcher using IBM®SPSS 25.0 (Armonk, New York USA). The randomization number was 
placed in a sealed envelope and was not revealed until the first intervention. Only the acupuncturist performing the intervention knew 
which intervention the assigned number represented. No participant, surgeon, anesthesiologist, data collector, or outcome assessor 
knew the allocation of participants. "
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,94,138,"2.1. TEAS and control interventions 
Based on Traditional Chinese Medicine (TCM) and available clinical trials, five acupoints [Yingtang (EX-HN3), bilateral Taichong 
(LR3) [15,16] and Neiguan (PC6) [15,17] [please refer to Fig. S1]; and foot note3 were selected for TEAS intervention aimed at 
reducing patient anxiety. TEAS was performed for 30 min at one day before surgery (D0), before the induction of anesthesia (D1), and 
one day after surgery (D2) i.e., a total of three treatment over a three-day period. The first author YH, who has extensive acupuncture 
training and who has been in practice for 2 years, performed the assigned TEAS intervention on every LKD based on this/her group 
assignment. The group assignment was written in a piece of paper and placed in a sealed envelope. All participants were asked to 
remain in a supine position for and during the intervention. The skin at the selected acupoints and area was cleaned and prepped with 
75% isopropyl alcohol. The surface electrodes (3 × 3cm) (see supplement) were placed onto these acupoints. Yingtang point pairing 
electrode patch was placed on the skin located at right mid-subclavicular area. All electrodes were then connected to a Hwato elec­
tronic stimulator (model SDZ-V, Suzhou Medical Appliances Co. Ltd, Suzhou, China). The mode of electrical stimulation was 
dense-disperse, alternated 2Hz/100 Hz frequencies; the intensity was adjusted according to individual tolerance, generally between 6 
and 15 mA. Participants in TEAS could sense vibration following activation of the stimulator for a total of 30 min [18]. Participants 
assigned to the control group had the same electrode placements, but the stimulator was disabled without any transmission of elec­
tricity. This method had been used to blind the participants successfully in a previous study [19]. 
2.2. Intraoperative and postoperative management 
All participants received the same intraoperative and postoperative management. On the day of surgery, all LKDs received 
intravenous (IV) pantoprazole (80 mg) and methylprednisolone (40 mg) preoperatively. Once ASA standard monitors and a bispectral 
2 “We are going to test the effects of an acupuncture-like electrical stimulations being integrated into routine perioperative care and the intensity 
of electrical stimulation is very low so you may or may not be able feel the stimulations.” 
3 Yintang (EX-HN3, located in the root of the nose, and between the eyebrows.) and bilateral Neiguan (PC6, located 2 cun* up the transverse wrist, 
between the palmaris longus tendon and the radial carpal flexor tendon.) and Taichong (LR3, located in the depression of the first two metatarsal 
unions). * Unit of Chinese measurement. 
Y. Hou et al. 


=== PDF PAGE 3 ===
Heliyon 9 (2023) e14423
3
index monitor (BIS) were placed, general anesthesia was induced with IV sufentanil 0.3–0.5 μg kg−1 and propofol 0.2–0.3 mg kg−1. 
When the BIS number reached between 40 and 60, IV cisatracurium 0.2–0.3 mg kg −1 was administered and a laryngeal mask airway 
(Male: I-gel® 4, Female: I-gel® 3, Berman, Germany) was placed. All participants received volume-controlled mechanical ventilation 
with tidal volume of 8 ml kg−1 body weight. Bilateral transversus abdominis plane block (TAP block) was performed under ultrasound 
guidance and a total of 30 ml of 0.375% ropivacaine was injected via 0.7 × 90 mm block needles (15 ml each side). All LKDs received 
continuous target-controlled infusion (TCI) of propofol (modified Marsh model, Cp 2.0–3.0 μg ml−1) and remifentanil (modified Marsh 
model, Cp 2.0–3.0 ng ml−1). In addition, 1% sevoflurane was used to maintain the BIS between 40 and 60. Based on the standard 
protocol, IV phenylephrine and/or atropine were administered to ensure adequate blood perfusion to the kidney at the time of harvest. 
Intravenous muscle relaxant (IV cisatracurium 0.05–1 mg kg −1) was administered when T1 twitch height reached 25% of baseline 
detected by a Train of Four (TOF) monitor (Veryark-TOF, Guangxi, China). Sevoflurane and TCI (propofol and remifentanil mixture) 
were discontinued 30 min before the end of surgery. Fifteen minutes before the end of surgery, IV droperidol (1 mg) and flurbiprofen 
(100 mg) were administered to prevent postoperative nausea and vomiting (PONV) and pain. At the end of surgery, IV 50 μg kg−1 
neostigmine and 20 μg kg−1 atropine were administered to reverse the effect of muscle relaxant. Participants were transferred to the 
Post Anesthesia Care Unit (PACU), and I-gel® was removed when the participant met the clinical criteria [20]. A patient-controlled 
intravenous analgesia pump [sufentanil (1 μg ml−1), azasetron (0.4 mg ml−1) and droperidol (0.01 mg ml−1); flow rate (2 ml h−1); 
bolus (4 ml); lock time (30min)] was connected to the PACU for 48 h postoperatively. At D3, if a visual analogue scale–pain (VAS-P) "
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,199,203,"3. Results 
A total of 74 LKDs were recruited but two LKDs withdrew from the study for personal reasons (Fig. 1). Therefore, only 72 LKDs 
completed the study and were included in the final data analyses. There were no differences in baseline characteristics between the 
groups (Table 2). There were also no significant differences in the duration of surgery and anesthesia, time to removal of LMA, 
intraoperative consumption of remifentanil and propofol, blood loss and urine output between the groups (Table 3). "
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,94,113,"2.1. TEAS and control interventions 
Based on Traditional Chinese Medicine (TCM) and available clinical trials, five acupoints [Yingtang (EX-HN3), bilateral Taichong 
(LR3) [15,16] and Neiguan (PC6) [15,17] [please refer to Fig. S1]; and foot note3 were selected for TEAS intervention aimed at 
reducing patient anxiety. TEAS was performed for 30 min at one day before surgery (D0), before the induction of anesthesia (D1), and 
one day after surgery (D2) i.e., a total of three treatment over a three-day period. The first author YH, who has extensive acupuncture 
training and who has been in practice for 2 years, performed the assigned TEAS intervention on every LKD based on this/her group 
assignment. The group assignment was written in a piece of paper and placed in a sealed envelope. All participants were asked to 
remain in a supine position for and during the intervention. The skin at the selected acupoints and area was cleaned and prepped with 
75% isopropyl alcohol. The surface electrodes (3 × 3cm) (see supplement) were placed onto these acupoints. Yingtang point pairing 
electrode patch was placed on the skin located at right mid-subclavicular area. All electrodes were then connected to a Hwato elec­
tronic stimulator (model SDZ-V, Suzhou Medical Appliances Co. Ltd, Suzhou, China). The mode of electrical stimulation was 
dense-disperse, alternated 2Hz/100 Hz frequencies; the intensity was adjusted according to individual tolerance, generally between 6 
and 15 mA. Participants in TEAS could sense vibration following activation of the stimulator for a total of 30 min [18]. Participants 
assigned to the control group had the same electrode placements, but the stimulator was disabled without any transmission of elec­
tricity. This method had been used to blind the participants successfully in a previous study [19]. 
2.2. Intraoperative and postoperative management 
All participants received the same intraoperative and postoperative management. On the day of surgery, all LKDs received 
intravenous (IV) pantoprazole (80 mg) and methylprednisolone (40 mg) preoperatively. Once ASA standard monitors and a bispectral 
2 “We are going to test the effects of an acupuncture-like electrical stimulations being integrated into routine perioperative care and the intensity 
of electrical stimulation is very low so you may or may not be able feel the stimulations.” "
QORLATER-QOR48-HOU2023,QOR48-HOU2023,Hou 2023,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,bbe80fd736c7d0e2bd0002b2dd8f8bbb61efdef209046e6fd05b82ae52b8f97f,150,178,"(c) The Quality of Recovery-15(QoR-15): The QoR-15 scale is a validated measure to evaluate the quality of a patient’s recovery. The 
scale consists of 15 items assessing patient-reported health status in five domains: pain intensity, physical independence, 
physical satisfaction, psychological and emotional state. Each item is rated on a scale of 0–10; 150 is the maximum score and 0 is 
the minimum score. The quality of recovery has been classified based on the scores assessed by QoR-15 into excellent, good, 
moderate, and poor; they are 136–150, 122–135, 90–121, and 0–89, respectively [23]. 
(d) Visual Analogue Scale for Pain (VAS-P): The VAS-P scale is a unidimensional measure of pain intensity. It consists of a line with 
left side “0” representing “no pain” and right side “100” representing “extreme pain”. 
(e) Leeds Assessment of Neuropathic Symptoms and Signs Pain Scale (LANSS): LANSS comprises of a 7 items pain scale including 5 
items for the sensory descriptors and 2 items for sensory examination. The primary purpose of this test is to assess whether the 
pain experienced is predominantly caused by nerve damage or not. The LANSS scale is the only scale with validity for 
discriminating the origin of pain (neuropathic vs. nociceptive) [24]. 
(f) Blood Samples for Biomarkers: Three milliliter of venous blood samples were collected in anticoagulant tubes before every TEAS 
treatment. Blood samples were immediately centrifuged at 4000r min−1 for 10min, and the plasma was transferred to 
Eppendorf tubes and stored in a −80 ◦C freezer until analyses. Concentrations of plasma 5-hydroxytryptamine (5-HT), mela­
tonin (MT), interleukin-1β (IL-1β) and tumor necrosis factor-α (TNF-α) were measured using commercial ELISA kits (Hefei 
Nuozhuo Biological Technology). These biomarkers were chosen because 5-HT and MT are neurotransmitters closely related to 
anxiety and the sleep cycle [25,26]. IL-1β and TNF-α are pro-inflammatory cytokines closely related to the intensity of pain and 
pathogenesis of chronic pain [27]. 
2.4. Primary outcome and recovery profiles 
The primary outcome was the difference of anxiety levels in LKDs who received or did not receive TEAS. We also collected recovery 
profiles including sleep quality (ISI) and postoperative recovery (e.g., incidence of PONV, usage of rescue analgesics, severity of 
postoperative pain, postoperative recovery index, etc.). In addition, blood samples were collected at D0, D1, and D2 to determine 
plasma levels of biomarkers (5-HT, melatonin, IL-1β and TNF-α). 
2.5. Sample size calculation 
Using PASS 15.0 (NCC, Kaysville, Utah, United States), the required sample size was calculated based on existing data that indicates 
approximately 65% of LKDs experienced anxiety [6] and nearly 32% of surgical patients had anxiety despite TEAS treatment [28]. 
Assuming a two-sided type I error (α) of 0.05 and a power of 80%, a total of 66 LKDs were needed. To allow for a 10% drop out rate, the 
sample size needed to be 74 LKDs. 
Y. Hou et al. "
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,250,286,"the ratio of 1:1:1 into the general anesthesia
group (group G), TAPB group (group NG), and
TEAS combined with TAPB group (group NTG).
Patients that met the following inclusion crite-
ria were selected for the study: (1) American
Society of Anesthesiologists grades I–III; (2)
age C 60 years; (3) undergoing elective laparo-
scopic gastric cancer surgery. Patients that met
the following exclusion criteria were not selec-
ted: (1) central nervous system and mental dis-
eases; (2) history of an allergic reaction to local
anesthetics; (3) swelling, infection, or ulcera-
tion at the site of TEAS.
Randomization
We randomized patients with an allocation
ratio of 1:1:1:1 using computer-generated ran-
dom numbers. Randomization codes were kept
in
a
sealed
envelope
and
relayed
to
an
independent nurse. The TEAS stimulator was
obscured by an opaque cloth throughout the
experiment. In addition, the nurse prepared
0.375% ropivacaine or saline (40 mL) for all
patients during the study period. All TAPBs were
performed by the same anesthesiologist who
was not involved in anesthesia management.
The allocation was blinded for all patients, sur-
geons, the leading anesthesiologist, physician
in the post-anesthesia care unit, and follow-up
observers until the end of the study.
TEAS Procedure"
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,287,302,"For all patients, electrode pads were pasted at
the acupoints of Hegu (LI4), Neiguan (PC6), and
Zusanli (ST36) on both sides 30 min before
anesthesia. The G group and NG group received
TEAS without actual electric stimuli. The NTG
group was provided with a 2/100 Hz density
wave and actual electric stimuli. The optimal
intensity was set to mild twitching of the sur-
rounding muscle up to the maximum tolerated
by the individual. Stopped stimulus and the
electrodes were removed at the end of the
operation in each group. The electrodes were
connected to the TEAS instrument (SDZ-V,
Suzhou Medical Technology Co. Ltd., Suzhou,
China).
The Hegu (LI4) acupoint is located radial to"
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,479,487,"Patient Characteristics
The method of operation was changed in one
patient in the G group, and one patient each
was withdrawn by the end of the trial because of
loss of follow-up in both the NG and NTG
groups. A total of 87 patients were available for
the analysis (Fig. 2). Each group was similar in
terms of sex, age, BMI, ASA, and operation time
(Table 1)."
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,949,972,"Second,
our
study
only
included
elderly
patients, making it difﬁcult to generalize the
ﬁndings to patients of other age groups. Third,
as we performed TEAS on the patients before
induction of anesthesia, there may be a lack of
blinding to some extent, leading to biased
results of the test. However, the stimulator is
covered by an opaque cloth so that the surgeons
and
anesthesiologists
were
blinded.
The
researchers who conducted data collection and
performed the outcome assessment were blin-
ded to group allocation. These procedures may
minimize
bias.
Additionally,"
QORLATER-QOR48-XING2022,QOR48-XING2022,Xing 2022,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,b7777b307e38b0d85457e7ce3439bbfc8aac27ba8adc43e57eace188c2857533,378,417,"Outcomes
Primary Outcomes
The primary outcome was the early postopera-
tive quality of recovery, assessed via the Quality
of Recovery (QoR-15) score. The QoR-15 scale is
a self-rating scale widely used to evaluate the
quality of early postoperative recovery and
which is both effective and reliable [17–19].
This score measures the quality of a patient’s
postoperative recovery in terms of changes in
physical
comfort,
mood,
physical
Fig. 1 Location of the acupoints for transcutaneous
electrical acupoint stimulation and transversus abdominis
plane block ultrasound images. a LI4 is located radial to
the midpoint of the second metacarpal in the dorsal hand.
PC6 is located on the forearm palm side, 2 cun (approx.
40 mm) above the transverse wrist line, between the
palmaris longus and the ﬂexor carpi radialis tendon. ST36
is located on the lateral aspect of the patella of the lower
leg, 3 cun (approx. 60 mm) below the hollow of the
patellar ligament lateral. b White dashed line: needle
trajectory. TA transversus abdominis, IO internal oblique,
EO external oblique, RA rectus abdominis muscle
1330
Pain Ther (2022) 11:1327–1339


=== PDF PAGE 5 ===
independence, psychological support, and pain
[20]. In the present study, QoR-15 evaluation
was
performed
on
preoperative
day 1
and
POD 1, POD 3, and POD 7."
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,1,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,120,130,"Randomization and Blinding
Participants underwent randomization into either the TEAS or Sham group at a 1:1 ratio, utilizing a computer-generated 
randomization sequence. Allocation was concealed using sequentially numbered, sealed, opaque envelopes. An inde­
pendent research assistant, uninvolved in patient recruitment, intervention, or outcome assessment, opened these 
envelopes sequentially in the PACU just before the intervention to reveal group assignment. Patients, anesthesiologists, 
surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator."
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,2,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,125,168,"surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator.
Anesthesia Management
Experienced anesthesiologists administered standard general anesthesia with endotracheal intubation to all patients, 
adhering to the institutional protocol. Monitoring included electrocardiography, noninvasive blood pressure, pulse 
oximetry, end-tidal carbon dioxide (PetCO2), and bispectral index (BIS). Anesthesia was induced after sufficient 
denitrogenation using midazolam (0.05 mg/kg), etomidate (0.2 mg/kg), cisatracurium (0.2 mg/kg), and sufentanil 
(0.5 μg/kg). Once sufficient muscle relaxation was achieved, endotracheal intubation was performed. Mechanical 
ventilation was adjusted to maintain PetCO2 between 35–45 mmHg.
Anesthesia was maintained with continuous infusion of propofol (4–10mg/kg/h) and remifentanil (0.1–0.4μg/kg/min), 
supplemented with intermittent sevoflurane inhalation (1.0–2.0%) to keep BIS values between 40 and 60 and vital signs 
within 20% of baseline values. Patients received flurbiprofen axetil (50 mg) and sufentanil (0.1 μg/kg) for postoperative 
pain management, and tropisetron (5 mg) for PONV prophylaxis, 30 minutes prior to the conclusion of surgery. 
Ropivacaine (0.5%, 10 mL) was infiltrated at the abdominal incision site for local analgesia at the conclusion of the 
surgery. All patients were transferred to the PACU with endotracheal tubes, maintaining continued monitoring and 
respiratory support until they met the extubation criteria. Discharge from the PACU occurred after meeting the modified 
Aldrete criteria. Postoperative pain management included intravenous tramadol (50–100 mg) every 6 hours as needed, at 
the discretion of the treating gynecologists.
TEAS Intervention
After patients arrived at PACU and their vital signs stabilized, the TEAS intervention was conducted in the PACU by 
a certified acupuncturist using the SDZ-II acupoint nerve stimulator (Hwato, Suzhou Medical Appliance Factory, China). 
The intervention involved stimulating four pairs of acupoints—LI4 (Hegu), PC6 (Neiguan), ST36 (Zusanli), and SP6 
(Sanyinjiao)—located according to the WHO Standard Acupuncture Point Locations (Figure 1).24 These acupoints were 
strategically selected for their established therapeutic roles in postoperative recovery: LI4 (Hegu) is primarily used for its 
potent analgesic effects;25 PC6 (Neiguan) is a key point for preventing nausea and vomiting,26 ST36 (Zusanli) and SP6 
Therapeutics and Clinical Risk Management 2025:21 
https://doi.org/10.2147/TCRM.S507856 
1177
Zhou et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ===
(Sanyinjiao) are known to modulate gastrointestinal motility and regulate autonomic function.27,28 A more detailed 
mechanistic discussion of these effects is provided in the Discussion section. The stimulation parameters were set to an 
alternating dense-disperse wave mode at 2/10 Hz, with an intensity of 10–15 mA and a duration of 30 minutes. Prior to 
anesthesia induction, the optimal intensity for each patient was determined by gradually increasing the current until the 
patient experienced a strong but comfortable “De Qi” sensation, a traditional Chinese medicine indicator of effective 
stimulation.29 This intensity was then applied during the TEAS intervention in the PACU."
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,203,210,"Initially, 127 patients were assessed for study eligibility. Out of these, 18 patients did not meet the inclusion criteria and 9 
declined participation. Consequently, 100 patients were successfully enrolled and subsequently randomized into two 
distinct groups: the TEAS group (n=50) and the Sham group (n=50). Each participant received the intervention assigned 
to their respective group. During the postoperative assessment period, two patients from the TEAS group and one from 
the Sham group were lost due to their decision to withdraw. Ultimately, 97 patients completed the study, with 48 from the 
TEAS group and 49 from the Sham group. The data from these participants were incorporated into the final analysis. An 
overview of the recruitment, allocation, postoperative assessment, and analysis of the trial participants is illustrated in 
Figure 2."
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,125,168,"surgeons, and data collectors remained blinded to group allocation. Due to the nature of the intervention, the acupunc­
turist administering TEAS could not be blinded. To maintain blinding, the acupuncturist adhered to a standardized 
interaction protocol for both groups. This involved scripted explanations, identical application of electrodes and device 
operation, and neutral responses to inquiries, avoiding any cues about group allocation. Patients were informed they 
would receive electrical acupoint stimulation, Sham TEAS was performed using the same protocol as real TEAS, but 
without electrical current output from the stimulator.
Anesthesia Management
Experienced anesthesiologists administered standard general anesthesia with endotracheal intubation to all patients, 
adhering to the institutional protocol. Monitoring included electrocardiography, noninvasive blood pressure, pulse 
oximetry, end-tidal carbon dioxide (PetCO2), and bispectral index (BIS). Anesthesia was induced after sufficient 
denitrogenation using midazolam (0.05 mg/kg), etomidate (0.2 mg/kg), cisatracurium (0.2 mg/kg), and sufentanil 
(0.5 μg/kg). Once sufficient muscle relaxation was achieved, endotracheal intubation was performed. Mechanical 
ventilation was adjusted to maintain PetCO2 between 35–45 mmHg.
Anesthesia was maintained with continuous infusion of propofol (4–10mg/kg/h) and remifentanil (0.1–0.4μg/kg/min), 
supplemented with intermittent sevoflurane inhalation (1.0–2.0%) to keep BIS values between 40 and 60 and vital signs 
within 20% of baseline values. Patients received flurbiprofen axetil (50 mg) and sufentanil (0.1 μg/kg) for postoperative 
pain management, and tropisetron (5 mg) for PONV prophylaxis, 30 minutes prior to the conclusion of surgery. 
Ropivacaine (0.5%, 10 mL) was infiltrated at the abdominal incision site for local analgesia at the conclusion of the 
surgery. All patients were transferred to the PACU with endotracheal tubes, maintaining continued monitoring and 
respiratory support until they met the extubation criteria. Discharge from the PACU occurred after meeting the modified 
Aldrete criteria. Postoperative pain management included intravenous tramadol (50–100 mg) every 6 hours as needed, at 
the discretion of the treating gynecologists.
TEAS Intervention
After patients arrived at PACU and their vital signs stabilized, the TEAS intervention was conducted in the PACU by 
a certified acupuncturist using the SDZ-II acupoint nerve stimulator (Hwato, Suzhou Medical Appliance Factory, China). 
The intervention involved stimulating four pairs of acupoints—LI4 (Hegu), PC6 (Neiguan), ST36 (Zusanli), and SP6 
(Sanyinjiao)—located according to the WHO Standard Acupuncture Point Locations (Figure 1).24 These acupoints were 
strategically selected for their established therapeutic roles in postoperative recovery: LI4 (Hegu) is primarily used for its 
potent analgesic effects;25 PC6 (Neiguan) is a key point for preventing nausea and vomiting,26 ST36 (Zusanli) and SP6 
Therapeutics and Clinical Risk Management 2025:21 
https://doi.org/10.2147/TCRM.S507856 
1177
Zhou et al
Powered by TCPDF (www.tcpdf.org)
Powered by TCPDF (www.tcpdf.org)


=== PDF PAGE 4 ===
(Sanyinjiao) are known to modulate gastrointestinal motility and regulate autonomic function.27,28 A more detailed 
mechanistic discussion of these effects is provided in the Discussion section. The stimulation parameters were set to an 
alternating dense-disperse wave mode at 2/10 Hz, with an intensity of 10–15 mA and a duration of 30 minutes. Prior to 
anesthesia induction, the optimal intensity for each patient was determined by gradually increasing the current until the 
patient experienced a strong but comfortable “De Qi” sensation, a traditional Chinese medicine indicator of effective 
stimulation.29 This intensity was then applied during the TEAS intervention in the PACU."
QORLATER-V33-OD-0025-LATER,V33-OD-0025-LATER,Zhou 2025,5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2025.txt,38b208d76d539a13ff08f8d64b3f562ae95f71a58076aa61464983f48af82af4,170,176,"The primary outcome was the QoR-15 score, assessed at baseline (one day before surgery) and on POD 1, 2, and 3. The 
QoR-15 is a validated, patient-reported questionnaire that evaluates five dimensions of recovery: physical comfort, 
emotional state, physical independence, psychological support, and pain. The total QoR-15 score ranges from 0 to 150, 
with higher scores indicating better overall recovery quality. In this study, QoR-15 scores were compared between groups 
at each time point, and the scores for each dimension were analyzed separately.
Secondary outcomes included: (1) Postoperative pain and analgesic consumption: Pain levels were measured using 
a Visual Analog Scale (VAS) at rest and during exercise (coughing and movement) preoperatively and on POD 1, 2, and "
