"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"123","2","23","724","[Effect of transcutaneous electrical stimulation of Zusanli (ST 36) and Liangqiu (ST 34) combined with general anesthesia on pain and gastrointestinal symptoms in patients undergoing gynecological laparoscopic operation].","Yin","2013","uncertain","yes","Maybe","UNCERTAIN_TIMING","OBJECTIVE: To observe the effects of transcutaneous acupoint electrical stimulation (TAES) combined with general anesthesia (acupuncture analgesia combined with general anesthesia) on postoperative pain, nausea and vomiting and exhausted defecation symptoms in patients undergoing gynecological laparoscopic operation.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","yes","yes","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","OBJECTIVE: To observe the effects of transcutaneous acupoint electrical stimulation (TAES) combined with general anesthesia (acupuncture analgesia combined with general anesthesia) on postoperative pain, nausea and vomiting and exhausted defecation symptoms in patients undergoing gynecological laparoscopic operation.","yes","no","yes","no","yes","2026-07-26T12:48:44.943Z","none","Ref ID: 24579355"
"124","2","24","725","Transcutaneous electric acupoint stimulation reduces intra-operative remifentanil consumption and alleviates postoperative side-effects in patients undergoing sinusotomy: a prospective, randomized, placebo-controlled trial.","Wang","2014","English","yes","Yes","INCLUDE_CLEAR","Transcutaneous electric acupoint stimulation reduces intra-operative remifentanil consumption and alleviates postoperative side-effects in patients undergoing sinusotomy: a prospective, randomized, placebo-controlled trial..","Clearly eligible or strongly supported for full-text assessment.","high","primary_results","yes","yes","yes","TEAS","sham/usual-care/control","yes","not_applicable","yes","yes","The primary end point was intraoperative remifentanil consumption and the secondary endpoints were recovery quality and anaesthesia-related side-effects.","yes","no","no","no","yes","2026-07-26T12:48:45.630Z","none","DOI:
10.1093/bja/aeu001
•
Ref ID: 24576720"
"125","2","25","726","[Effect of transcutaneous acupoint electrical stimulation on stress in brain surgery with propofol target controlled infusion general anesthesia].","Wu","2013","uncertain","yes","No","EXCLUDE_NO_ELIGIBLE_OUTCOME","The arterial blood was withdrawn before TAES (T0), before anesthesia (T1), before cutting (T2), at 60 min after encephalic incision (T3), immediately after incisions suture (T4), at about 10 min after removing tracheal catheters (T5) to detect beta-endorphin (beta-EP), cortisol (COR), adrenalin (E), blood sugar (Glu).","Only physiological or biomarker outcomes are reported.","high","primary_results","yes","yes","yes","TEAS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","no","yes","yes","no","yes","2026-07-26T12:48:46.311Z","none","Ref ID: 24517057"
"126","2","26","727","[Effect of electric acupoint stimulation on shivering in cesarean section].","Yang","2013","uncertain","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","Spinal-epidural anesthesia(CSEA) puncture was applied to both groups and 8 mg of 0.","The procedure was conducted without general anaesthesia.","high","primary_results","yes","no","yes","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","yes","no","yes","2026-07-26T12:52:02.696Z","none","Ref ID: 24494295"
"127","2","27","728","[Influence of acupuncture and moxibustion pretreatment at ""Neiguan"" (PC 6) on Connexin 43 in myocardial cell in rabbits of myocardial ischemia reperfusion].","Zhou","2013","uncertain","yes","No","EXCLUDE_ANIMAL","Before and after animal model was successfully made, the electroacupuncture and moxibustion were applied at ""Neiguan"" (PC 6) for 20 min respectively in the electroacupuncture group and moxibustion group.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:03.416Z","none","Ref ID: 24494293"
"128","2","28","729","Effect of perioperative electroacupuncture as an adjunctive therapy on postoperative analgesia with tramadol and ketamine in prostatectomy: a randomised sham-controlled single-blind trial.","Ntritsou","2014","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","Effect of perioperative electroacupuncture as an adjunctive therapy on postoperative analgesia with tramadol and ketamine in prostatectomy: a randomised sham-controlled single-blind trial..","yes","no","no","no","yes","2026-07-26T12:52:04.126Z","none","DOI:
10.1136/acupmed-2013-010498
•
Ref ID: 24480836"
"129","2","29","730","Electroacupuncture for ileus after laparoscopic colorectal surgery: a randomised sham-controlled study.","Ng","2013","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T12:52:04.697Z","none","Ref ID: 24473588"
"130","2","30","731","Histopathologic and Radiographic evaluation of the electroacupuncture effects on ulna fracture healing in dogs.","Naddaf","2014","English","yes","No","EXCLUDE_ANIMAL","Histopathologic and Radiographic evaluation of the electroacupuncture effects on ulna fracture healing in dogs..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","After induction of anesthesia, the ulna was cut with Gigli wire saw in each groups, 10 days after operation, the treatment (acupuncture) group was treated with 10 minutes electroacupuncture stimulations on the acupoints Kid1, Kid3, Kid6 and Kid7, for 10 days.","not_applicable","not_applicable","no","no","yes","2026-07-26T12:52:05.601Z","none","Ref ID: 26623337"
"131","2","31","732","Interaction of acupuncture and electroacupuncture on the pharmacokinetics of aspirin and the effect of brain blood flow in rats.","Wu","2013","English","yes","No","EXCLUDE_ANIMAL","Interaction of acupuncture and electroacupuncture on the pharmacokinetics of aspirin and the effect of brain blood flow in rats..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T12:52:06.168Z","none","DOI:
10.1155/2013/670858
•
Ref ID: 24371465"
"132","2","32","734","[Effect of electroacupuncture intervention on N-methyl-D-aspartic acid receptor expression in spinal cord in rats with chronic constrictive injury of the sciatic nerve].","Yan","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture intervention on N-methyl-D-aspartic acid receptor expression in spinal cord in rats with chronic constrictive injury of the sciatic nerve]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:06.880Z","none","Ref ID: 24308185"
"133","2","33","735","[Effect of electroacupuncture intervention on expression of corticotropin-releasing factor protein in hypothalamus and hippocampus of traumatized rats].","Zhu","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture intervention on expression of corticotropin-releasing factor protein in hypothalamus and hippocampus of traumatized rats]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:07.435Z","none","Ref ID: 24308183"
"134","2","34","736","[Observation on electroacupuncture at neimadian (extra) and neiguan (PC 6) for analgesia after thoracic surgery].","Zhao","2013","uncertain","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","yes","RESULTS: Compared with those before the treatment, the VAS scores in every time point after surgery were decreased (all P < 0.05), which were lower in the EA group (P < 0.01).","yes","no","yes","no","yes","2026-07-26T12:52:08.140Z","none","Ref ID: 24298779"
"135","2","35","737","[Efficacy of preventing postoperative nausea and vomiting after thyroid tumor surgery by TAES at neiguan (P1): a clinical observation].","Jin","2013","uncertain","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","yes","The occurrence and severity of PONV were observed within 0 - 6 h and within 6 - 24 h after operation in each group.","yes","no","yes","no","yes","2026-07-26T12:52:08.828Z","none","Ref ID: 24273973"
"136","2","36","738","[Influence of electroacupuncture intervention on serum ghrelin content and bone mineral density in ovariectomized rats].","Ou-Yang","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Influence of electroacupuncture intervention on serum ghrelin content and bone mineral density in ovariectomized rats]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:09.716Z","none","Ref ID: 24261296"
"137","2","37","739","[Influence of electroacupuncture intervention on hippocampal IL-1beta content and I kappa B kinase beta expression in focal cerebral ischemia/reperfusion rats].","Qin","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Influence of electroacupuncture intervention on hippocampal IL-1beta content and I kappa B kinase beta expression in focal cerebral ischemia/reperfusion rats]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:10.079Z","none","Ref ID: 24261295"
"138","2","38","740","[Effect of transcutaneous acupoint electric stimulation on perioperative intravenous anesthesia in patients of transsphenoidal pituitary tumor resection].","Chen","2013","uncertain","yes","No","EXCLUDE_WRONG_INTERVENTION","[Effect of transcutaneous acupoint electric stimulation on perioperative intravenous anesthesia in patients of transsphenoidal pituitary tumor resection]..","Wrong intervention.","high","primary_results","yes","yes","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","yes","no","yes","2026-07-26T12:52:10.457Z","none","Ref ID: 24195218"
"139","2","39","741","Effects of electroacupuncture on bone mineral density, oestradiol level and osteoprotegerin ligand expression in ovariectomised rabbits.","He","2013","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture on bone mineral density, oestradiol level and osteoprotegerin ligand expression in ovariectomised rabbits..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T12:52:10.846Z","none","DOI:
10.1136/acupmed-2012-010271
•
Ref ID: 24161996"
"140","2","40","742","Acupoint stimulation to improve analgesia quality for lumbar spine surgical patients.","Chung","2013","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","Lumbar spine surgery has a high incidence of postoperative pain, but this pain is treatable through many methods, including patient-controlled analgesia (PCA).","yes","no","no","no","yes","2026-07-26T12:52:11.614Z","none","DOI:
10.1016/j.pmn.2013.07.010
•
Ref ID: 24144572"
"141","2","41","743","The effect of electroacupuncture on postoperative immunoinflammatory response in patients undergoing supratentorial craniotomy.","Li","2013","English","yes","No","EXCLUDE_NO_ELIGIBLE_OUTCOME","Blood samples were collected at the following time points: before anesthesia (T0), 4 h after the induction of anesthesia (T1), 1 day post-surgery (T2) and 2 days post-surgery (T3) to determine the levels of tumor necrosis factor-α (TNF-α), interleukin-8 (IL-8), interleukin-10 (IL-10), immunoglobulin M (IgM), IgA and IgG.","Only physiological or biomarker outcomes are reported.","high","primary_results","no","yes","unclear","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","The effect of electroacupuncture on postoperative immunoinflammatory response in patients undergoing supratentorial craniotomy..","no","yes","no","no","yes","2026-07-26T12:52:12.310Z","none","DOI:
10.3892/etm.2013.1225
•
Ref ID: 24137250"
"142","2","42","744","[Effect of transcutaneous acupoint electrical stimulation combined with target controlled infusion of propofol on efficacy of general anesthesia for craniotomy].","Wu","2013","uncertain","yes","Maybe","UNCERTAIN_RANDOMIZATION","METHODS: Forty patients (aged 27 - 65 years), scheduled for craniotomy and signed the informed consent, were randomly and equally divided into TAES group and control group.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","yes","yes","unclear","TEAS","sham/usual-care/control","unclear","not_applicable","yes","yes","TAES (2 Hz/100 Hz, 1-12 mA) was applied to bilateral Yuyao (EX-HN 4) and Taiyang (EX-HN5) for 20 min first before surgery, and then to bilateral Hegu (LI 4), Quanliao (SI 18) and Fengchi (GB 20) during operation and till the end of the operation.","unclear","no","yes","no","yes","2026-07-26T12:52:13.008Z","none","Ref ID: 24006670"
"143","2","43","745","[Effect of electroacupuncture stimulation of ""Huantiao"" (GB 30) on walking ability and touch sensation in rabbits with lumbar intervertebral disc protrusion].","Yang","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture stimulation of ""Huantiao"" (GB 30) on walking ability and touch sensation in rabbits with lumbar intervertebral disc protrusion]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:13.882Z","none","Ref ID: 24006667"
"144","2","44","746","[Effect of electroacupuncture at ""Sanyin"" acupoints on cellular immune function in rats with chronic abacterial prostatitis].","Liu","2013","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture at ""Sanyin"" acupoints on cellular immune function in rats with chronic abacterial prostatitis]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T12:52:14.246Z","none","Ref ID: 24006663"
