record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0321,OZT19_TAES_vs_CTRL_NAUSEA24,Oztas 2019,Nausea severity,Nausea severity,0-24 h,0-24h,Qualitative / exact group values unavailable,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS 1-10,15,16,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Results / postoperative 0–6 and 6–24 h nausea statement,,,,,,1,,
V33-OD-0352,SZMIT21_TEAS_vs_SHAM_NAUSEA24,Szmit 2021,Nausea,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,postoperative observation period; pca/teas discontinued at 24h,Events/total,TEAS,Sham,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,participants with nausea,24,24,,,,,0,4,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / postoperative adverse events,,-2.197225,1.463633,logRR,0.5 added to all four cells,1,,
V33-OD-0353,SZMIT21_TEAS_vs_CTRL_NAUSEA24,Szmit 2021,Nausea,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,postoperative observation period; pca/teas discontinued at 24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,participants with nausea,24,23,,,,,0,2,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / postoperative adverse events,,-1.65026,1.522607,logRR,0.5 added to all four cells,1,,
V33-OD-0371,YAO15_TEAS_vs_CTRL_NAUSEA24,Yao 2015,Nausea,Postoperative nausea,0-24 h postoperative,0-24h postoperative,Events/total,TEAS,Sham,Preoperative TEAS,Control/no current,participants,35,36,,,,,17,26,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/039_yao_2015.pdf,Table 3 (Nausea),,-0.396712,0.202326,logRR,Uncorrected log risk ratio,1,,
AUDIT-0023,V34_B1_022,Zhu 2022,Nausea,Postoperative nausea incidence,0–6 h after surgery,0-6h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,9.0,20.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.798508,0.375911,logRR,Uncorrected log risk ratio,1,,
AUDIT-0025,V34_B1_024,Zhu 2022,Nausea severity,Nausea severity score,0–6 h after surgery,0-6h after surgery,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,101.0,101.0,0.2,0.68,0.46,0.95,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.26,0.116249,MD,Native MD; no pooled interpretation without compatible model.,1,-0.313548,0.141582
AUDIT-0028,V34_B1_027,Zhu 2022,Nausea,Postoperative nausea incidence,0–6 h after surgery,0-6h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,11.0,20.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.567684,0.347569,logRR,Uncorrected log risk ratio,1,,
AUDIT-0030,V34_B1_029,Zhu 2022,Nausea severity,Nausea severity score,0–6 h after surgery,0-6h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.22,0.67,0.46,0.95,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.24,0.116259,MD,Native MD; no pooled interpretation without compatible model.,1,-0.290114,0.142536
AUDIT-0033,V34_B1_032,Zhu 2022,Nausea,Postoperative nausea incidence,0–6 h after surgery,0-6h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,7.0,20.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.039872,0.41588,logRR,Uncorrected log risk ratio,1,,
AUDIT-0035,V34_B1_034,Zhu 2022,Nausea severity,Nausea severity score,0–6 h after surgery,0-6h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.14,0.53,0.46,0.95,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.32,0.108373,MD,Native MD; no pooled interpretation without compatible model.,1,-0.41389,0.142573
AUDIT-0038,V34_B1_037,Zhu 2022,Nausea severity,Nausea severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,101.0,101.0,0.22,0.66,0.5,0.88,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.28,0.109454,MD,Native MD; no pooled interpretation without compatible model.,1,-0.35863,0.141846
AUDIT-0041,V34_B1_040,Zhu 2022,Nausea severity,Nausea severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.34,0.76,0.5,0.88,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.16,0.116453,MD,Native MD; no pooled interpretation without compatible model.,1,-0.193645,0.142124
AUDIT-0044,V34_B1_043,Zhu 2022,Nausea severity,Nausea severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.2,0.6,0.5,0.88,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.3,0.106148,MD,Native MD; no pooled interpretation without compatible model.,1,-0.396472,0.14245
AUDIT-0047,V34_B1_046,Zhu 2022,Nausea,Postoperative nausea incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,2.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.252763,0.789338,logRR,Uncorrected log risk ratio,1,,
AUDIT-0049,V34_B1_048,Zhu 2022,Nausea severity,Nausea severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,101.0,101.0,0.04,0.28,0.12,0.45,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.08,0.052737,MD,Native MD; no pooled interpretation without compatible model.,1,-0.212665,0.141117
AUDIT-0052,V34_B1_051,Zhu 2022,Nausea,Postoperative nausea incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,2.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.22261,0.789146,logRR,Uncorrected log risk ratio,1,,
AUDIT-0054,V34_B1_053,Zhu 2022,Nausea severity,Nausea severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.03,0.22,0.12,0.45,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.09,0.049988,MD,Native MD; no pooled interpretation without compatible model.,1,-0.251957,0.142354
AUDIT-0057,V34_B1_056,Zhu 2022,Nausea,Postoperative nausea incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,2.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.242813,0.789276,logRR,Uncorrected log risk ratio,1,,
AUDIT-0059,V34_B1_058,Zhu 2022,Nausea severity,Nausea severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.04,0.28,0.12,0.45,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.08,0.052811,MD,Native MD; no pooled interpretation without compatible model.,1,-0.212425,0.141468
AUDIT-0062,V34_B1_061,Zhu 2022,Nausea,Postoperative nausea incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0064,V34_B1_063,Zhu 2022,Nausea,Postoperative nausea incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0066,V34_B1_065,Zhu 2022,Nausea,Postoperative nausea incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0075,V34_B1_074,Yang 2020,Nausea severity,Nausea severity score,0–24 h after surgery,0-24h after surgery,Median/IQR,EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0077,V34_B1_076,Yang 2020,Nausea,Nausea incidence,0–24 h after surgery,0-24h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,8.0,8.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,-0.035091,0.424032,logRR,Uncorrected log risk ratio,1,,
AUDIT-0081,V34_B1_080,Yang 2020,Nausea severity,Nausea severity score,24–48 h after surgery,24-48h after surgery,Median/IQR,EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0083,V34_B1_082,Yang 2020,Nausea,Nausea incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,4.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,0.252591,0.716335,logRR,Uncorrected log risk ratio,1,,
AUDIT-0087,V34_B1_086,Yang 2020,Nausea severity,Nausea severity score,48–72 h after surgery,48-72h after surgery,Other (describe),EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0089,V34_B1_088,Yang 2020,Nausea,Nausea incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0101,V34_B1_100,Pan 2023,Nausea,Nausea incidence,Within 24 h after operation,within 24h after operation,Other (describe),TEAS,Usual care,Group T — TEAS,Group C — control,participants,52.0,53.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,,,,,1,,
AUDIT-0176,V34_B2_026,Gao 2021,Nausea severity,Nausea score,Postoperative 72 h,postoperative 72h,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,Score; scale not defined in main article,303.0,307.0,1.0,1.6,1.1,1.7,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized patients,https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,p. 1623; Table III,,,,,,1,,
AUDIT-0200,V34_B3_002,Tu 2024,Nausea severity,Nausea severity score,0–2 h after craniotomy,0-2h after craniotomy,Median/IQR,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,"WHO PONV 4-class nausea rating, 0–3",57.0,58.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 3,,,,,,1,,
AUDIT-0201,V34_B3_003,Tu 2024,Nausea severity,Nausea severity score,2–6 h after craniotomy,2-6h after craniotomy,Median/IQR,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,"WHO PONV 4-class nausea rating, 0–3",57.0,58.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 3,,,,,,1,,
AUDIT-0202,V34_B3_004,Tu 2024,Nausea severity,Nausea severity score,6–24 h after craniotomy,6-24h after craniotomy,Median/IQR,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,"WHO PONV 4-class nausea rating, 0–3",57.0,58.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 3,,,,,,1,,
