record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0031,V34_B1_030,Zhu 2022,Vomiting severity,Vomiting severity score,0–6 h after surgery,0-6h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.18,0.63,0.36,0.79,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.18,0.10114,MD,Native MD; no pooled interpretation without compatible model.,1,-0.250542,0.142347
AUDIT-0034,V34_B1_033,Zhu 2022,Vomiting,Postoperative vomiting incidence,0–6 h after surgery,0-6h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,6.0,17.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.031504,0.453419,logRR,Uncorrected log risk ratio,1,,
AUDIT-0036,V34_B1_035,Zhu 2022,Vomiting severity,Vomiting severity score,0–6 h after surgery,0-6h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.11,0.47,0.36,0.79,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.25,0.091587,MD,Native MD; no pooled interpretation without compatible model.,1,-0.382705,0.142356
AUDIT-0039,V34_B1_038,Zhu 2022,Vomiting severity,Vomiting severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,101.0,101.0,0.12,0.53,0.41,0.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.29,0.095487,MD,Native MD; no pooled interpretation without compatible model.,1,-0.425768,0.142305
AUDIT-0042,V34_B1_041,Zhu 2022,Vomiting severity,Vomiting severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.15,0.54,0.41,0.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.26,0.096499,MD,Native MD; no pooled interpretation without compatible model.,1,-0.378427,0.143056
AUDIT-0045,V34_B1_044,Zhu 2022,Vomiting severity,Vomiting severity score,6–24 h after surgery,6-24h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.2,0.67,0.41,0.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.21,0.104046,MD,Native MD; no pooled interpretation without compatible model.,1,-0.283405,0.141777
AUDIT-0048,V34_B1_047,Zhu 2022,Vomiting,Postoperative vomiting incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,1.0,5.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.609438,1.086369,logRR,Uncorrected log risk ratio,1,,
AUDIT-0050,V34_B1_049,Zhu 2022,Vomiting severity,Vomiting severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,101.0,101.0,0.02,0.2,0.08,0.37,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.06,0.041851,MD,Native MD; no pooled interpretation without compatible model.,1,-0.200987,0.141074
AUDIT-0053,V34_B1_052,Zhu 2022,Vomiting,Postoperative vomiting incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,2.0,5.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.886138,0.824557,logRR,Uncorrected log risk ratio,1,,
AUDIT-0055,V34_B1_054,Zhu 2022,Vomiting severity,Vomiting severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,98.0,101.0,0.02,0.14,0.08,0.37,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.06,0.039439,MD,Native MD; no pooled interpretation without compatible model.,1,-0.212464,0.142192
AUDIT-0058,V34_B1_057,Zhu 2022,Vomiting,Postoperative vomiting incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,1.0,5.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-1.599488,1.086324,logRR,Uncorrected log risk ratio,1,,
AUDIT-0060,V34_B1_059,Zhu 2022,Vomiting severity,Vomiting severity score,24–48 h after surgery,24-48h after surgery,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,4-point Likert-type severity scale 0-3,100.0,101.0,0.02,0.2,0.08,0.37,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 420; Table 2,,-0.06,0.041898,MD,Native MD; no pooled interpretation without compatible model.,1,-0.200707,0.141426
AUDIT-0063,V34_B1_062,Zhu 2022,Vomiting,Postoperative vomiting incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group Pre — EA day before surgery,Group Usual — usual care alone,participants,101.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0065,V34_B1_064,Zhu 2022,Vomiting,Postoperative vomiting incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,participants,98.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0067,V34_B1_066,Zhu 2022,Vomiting,Postoperative vomiting incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,participants,100.0,101.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 421; Results text; data not shown,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0076,V34_B1_075,Yang 2020,Vomiting severity,Vomiting severity score,0–24 h after surgery,0-24h after surgery,Median/IQR,EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0078,V34_B1_077,Yang 2020,Vomiting,Vomiting incidence,0–24 h after surgery,0-24h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,5.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,-0.371564,0.522169,logRR,Uncorrected log risk ratio,1,,
AUDIT-0082,V34_B1_081,Yang 2020,Vomiting severity,Vomiting severity score,24–48 h after surgery,24-48h after surgery,Other (describe),EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0084,V34_B1_083,Yang 2020,Vomiting,Vomiting incidence,24–48 h after surgery,24-48h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0088,V34_B1_087,Yang 2020,Vomiting severity,Vomiting severity score,48–72 h after surgery,48-72h after surgery,Other (describe),EA,Usual care,EA group,UC group,4-point rating scale 0-3,29.0,28.0,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0090,V34_B1_089,Yang 2020,Vomiting,Vomiting incidence,48–72 h after surgery,48-72h after surgery,Events/total,EA,Usual care,EA group,UC group,participants,29.0,28.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0099,V34_B1_098,Pan 2023,Vomiting,Vomiting incidence,1 h after operation,1h after operation,Events/total,TEAS,Usual care,Group T — TEAS,Group C — control,participants,52.0,53.0,,,,,2.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,-0.386417,0.891759,logRR,Uncorrected log risk ratio,1,,
AUDIT-0100,V34_B1_099,Pan 2023,Vomiting,Vomiting incidence,Within 24 h after operation,within 24h after operation,Events/total,TEAS,Usual care,Group T — TEAS,Group C — control,participants,52.0,53.0,,,,,9.0,19.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,-0.728166,0.354463,logRR,Uncorrected log risk ratio,1,,
AUDIT-0169,V34_B2_019,Huang 2025,Vomiting,Vomiting,Postoperative,postoperative,Events/total,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,participants,43.0,45.0,,,,,3.0,9.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,-1.05315,0.631638,logRR,Uncorrected log risk ratio,1,,
AUDIT-0177,V34_B2_027,Gao 2021,Vomiting,Number of vomiting episodes,Postoperative 72 h,postoperative 72h,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,episodes,303.0,307.0,0.0,0.5,0.0,0.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized patients,https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,p. 1623; Table III,,0.0,0.029286,MD,Native MD; no pooled interpretation without compatible model.,1,0.0,0.080979
