record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0312,V34_B3_114,Long 2025,Adverse events,Postoperative hypotension,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,3.0,1.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,1.060872,1.121532,logRR,Uncorrected log risk ratio,1,,
AUDIT-0313,V34_B3_115,Long 2025,Adverse events,Postoperative hypertension,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,3.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,0.367725,0.870537,logRR,Uncorrected log risk ratio,1,,
AUDIT-0314,V34_B3_116,Long 2025,Adverse events,Tachycardia/bradycardia,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,2.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,-0.03774,0.96151,logRR,Uncorrected log risk ratio,1,,
AUDIT-0315,V34_B3_117,Long 2025,Adverse events,Hypoxemia,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,0.0,4.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,-2.233592,1.466107,logRR,0.5 added to all four cells,1,,
AUDIT-0316,V34_B3_118,Long 2025,Adverse events,Headache and vertigo,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,5.0,5.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,-0.03774,0.56965,logRR,Uncorrected log risk ratio,1,,
AUDIT-0317,V34_B3_119,Long 2025,Adverse events,Delirious agitation,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,5.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,0.473085,0.676635,logRR,Uncorrected log risk ratio,1,,
AUDIT-0351,V34_B4_032,Zheng 2025,Adverse events,Fever,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,6.0,8.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 3 continued,,-0.264152,0.494572,logRR,Uncorrected log risk ratio,1,,
AUDIT-0352,V34_B4_033,Zheng 2025,Adverse events,Dizziness and headache,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,2.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 3 continued,,-0.381935,0.886718,logRR,Uncorrected log risk ratio,1,,
AUDIT-0353,V34_B4_034,Zheng 2025,Adverse events,Drowsiness,Postoperative,postoperative,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 3 continued,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,
AUDIT-0361,V34_B4_042,Yu 2020,Cognitive recovery,MMSE score,Postoperative day 1 (~24 h),postoperative day 1 (~24h),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no current (electrodes applied),MMSE 0–30,30.0,30.0,26.1,2.78,24.6,2.35,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized participants analyzed,https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,"Trials 2020;21:43, abstract / Figure 5; Abstract + Figure 5",,1.5,0.664603,MD,Native MD; no pooled interpretation without compatible model.,1,0.575184,0.263484
AUDIT-0362,V34_B4_043,Yu 2020,Cognitive recovery,MMSE score,Postoperative day 2 (~48 h),postoperative day 2 (~48h),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no current (electrodes applied),MMSE 0–30,30.0,30.0,27.83,2.73,26.53,2.94,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized participants analyzed,https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,"Trials 2020;21:43, abstract / Figure 5; Abstract + Figure 5",,1.3,0.732496,MD,Native MD; no pooled interpretation without compatible model.,1,0.452288,0.261479
AUDIT-0373,V34_B4_054,Liang 2021,Cognitive recovery,MMSE score,PACU discharge (T9),pacu discharge (t9),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no stimulation,MMSE 0–30,35.0,35.0,26.2,2.8,25.8,3.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 4; Table 4",,0.4,0.770899,MD,Native MD; no pooled interpretation without compatible model.,1,0.122662,0.23927
