record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0092,WANG24_MNVP_ODT_vs_OD_INTRAOPSUF,Wang 2024,Intraoperative opioid,Total sufentanil,Intraoperative,intraoperative,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,MNVP: ondansetron+dexamethasone+TEAS,MNVP: ondansetron+dexamethasone,ug sufentanil,35,35,21,3.4,20.9,3.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Table 1 / MNVP sufentanil,intraop_sufentanil,0.1,0.777726,MD,Native MD; no pooled interpretation without compatible model.,1,0.030396,0.23906
V33-OD-0282,LIU15_TEAS_vs_SHAM_SUFINTRA,Liu 2015,Intraoperative opioid,Total intraoperative sufentanil consumption,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,ug sufentanil,44,44,95.6,21.76,117.7,37.95,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Table 2 / intraoperative anesthetics consumption,intraop_sufentanil,-22.1,6.594936,MD,Native MD; no pooled interpretation without compatible model.,1,-0.708199,0.219782
V33-OD-0324,SONG20_TEAS_vs_SHAM_SUFINTRA,Song 2020,Intraoperative opioid,Total intraoperative sufentanil consumption,Intraoperative,intraoperative,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,ug sufentanil,42,43,18.54,2.3,19.09,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 1,intraop_sufentanil,-0.55,0.543587,MD,Native MD; no pooled interpretation without compatible model.,1,-0.217104,0.217584
V33-OD-0375,ZHU22_COMB_vs_USUAL_INTRAOPSUF,Zhu 2022,Intraoperative opioid,Intraoperative sufentanil,Intraoperative,intraoperative,Mean/SD,EA,Usual care,EA day before + 30 min before,Usual care alone,ug sufentanil,100,101,39,5.12,37.8,4.87,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,Table 1 (Intraoperative sufentanil),intraop_sufentanil,1.2,0.704957,MD,Native MD; no pooled interpretation without compatible model.,1,0.239289,0.141575
AUDIT-0363,V34_B4_044,Liang 2021,Intraoperative opioid,Sufentanil consumption,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no stimulation,ug sufentanil,35.0,35.0,21.4,3.1,20.0,2.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 1; Table 1",intraop_sufentanil,1.4,0.717535,MD,Native MD; no pooled interpretation without compatible model.,1,0.461244,0.242203
V33-OD-0008,YAO15_TEAS_vs_CONTROL,Yao 2015,QoR-40,Global QoR-40,24 h postoperatively,24 h point,Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no current,QoR-40 points,35,36,176.5,10.2,164.8,14.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1OhcqPgP7chnaiBaZBPBAy4PQlSFMelfh/view?usp=drivesdk,24-h QoR-40 result,qor40_24h,11.7,2.995842,MD,Native MD; no pooled interpretation without compatible model.,1,0.912379,0.249422
V33-OD-0381,LIANG21_TEAS_vs_CTRL_QOR40_24H,Liang 2021,QoR-40,Global QoR-40,24 h (T11),24h (t11),Mean/SD,TEAS,Sham,Preoperative TEAS,Control/no stimulation,QoR-40 points,35,35,191.7,4.4,189.1,4.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/014_liang_2021.pdf,Table 4; Results 3.3; Methods 2.7 (T11 definition),qor40_24h,2.6,1.039918,MD,Native MD; no pooled interpretation without compatible model.,1,0.591045,0.244209
AUDIT-0120,V34_B1_119,Pan 2023,QoR-40,Total QoR-40 score,24 h after operation,24 h point,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,QoR-40 points,52.0,53.0,182.7,6.9,176.4,7.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 816; Table 10,qor40_24h,6.3,1.366276,MD,Native MD; no pooled interpretation without compatible model.,1,0.893216,0.20469
V33-OD-0054,YANG24_EA_vs_UC_DEFEC,Yang 2024,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,EA,Usual care,Perioperative EA + usual care,Usual care,hours,90,90,75.9,7.9,79.7,8.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,Table 2 / primary first-defecation outcome,gi_first_defecation,-3.8,1.192663,MD,Native MD; no pooled interpretation without compatible model.,1,-0.472959,0.151141
V33-OD-0115,NG13_EA_vs_SHAM_BOWEL,Ng 2013,GI — first defecation,Time to first bowel motion / defecation,Postoperative,postoperative,Mean/SD,EA,Sham,Electroacupuncture,Sham acupuncture,hours,55,55,85.9,36.1,107.5,46.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,Primary outcome / first bowel motion,gi_first_defecation,-21.6,7.905867,MD,Native MD; no pooled interpretation without compatible model.,1,-0.517374,0.193857
V33-OD-0135,LU22_TEAS_vs_CTRL_DEFEC,Lu 2022,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,TEAS + ERAS,No-current control + ERAS,hours,47,47,42,25,55.4,29.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,First defecation result,gi_first_defecation,-13.4,5.662662,MD,Native MD; no pooled interpretation without compatible model.,1,-0.484156,0.209285
V33-OD-0199,HUANG25_EA_vs_UC_DEFEC,Huang 2025,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,hours,43,45,46,8,51.3,9.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Co-primary outcome / first defecation,gi_first_defecation,-5.3,1.857936,MD,Native MD; no pooled interpretation without compatible model.,1,-0.600806,0.218011
V33-OD-0224,GU19_LTEAS_vs_CTEAS_DEFEC,Gu 2019,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Long-duration TEAS,Sham/no-current TEAS,hours,58,59,71.48,20.62,77.27,22.67,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,GI recovery table,gi_first_defecation,-5.79,4.005175,MD,Native MD; no pooled interpretation without compatible model.,1,-0.265343,0.185719
V33-OD-0240,GAO21_TEAS_vs_SHAM_DEFEC,Gao 2021,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,hours,303,307,106.7,65.6,121.5,65.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1QbM6CNi8KfBXmMTqG1ASm3hK05cz_hKQ/view?usp=drivesdk,GI recovery outcomes,gi_first_defecation,-14.8,5.312247,MD,Native MD; no pooled interpretation without compatible model.,1,-0.225331,0.081236
V33-OD-0380,YANG20_EA_vs_UC_DEFECATION,Yang 2020,GI — first defecation,Time to first defecation,Postoperative,postoperative,Mean/SD,EA,Usual care,EA + usual care,Usual care,hours,29,28,53.9,6,57.5,7.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,Abstract Results; GI recovery table,gi_first_defecation,-3.6,1.758638,MD,Native MD; no pooled interpretation without compatible model.,1,-0.536654,0.269673
V33-OD-0366,YU20_TEAS_vs_CTRL_RESCUEOP24,Yu 2020,Rescue opioid use,Participants requiring rescue sufentanil,0-24 h postoperative,0-24h postoperative,Events/total,TEAS,Sham,Preoperative TEAS,Control/no current (electrodes applied),participants,30,30,,,,,13,24,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,local: TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,Table 3 (Cases of remedial analgesia),rescue_opioid_binary_24h,-0.613104,0.227866,logRR,Uncorrected log risk ratio,1,,
