record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0288,LIU15_TEAS_vs_SHAM_REORIENT,Liu 2015,Recovery,Time to reorientation,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,minutes,44,44,35.3,16.11,42.7,19.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Table 2 / clinical recovery from anesthesia,,-7.4,3.848176,MD,Native MD; no pooled interpretation without compatible model.,1,-0.406397,0.21539
V33-OD-0289,LIU15_TEAS_vs_SHAM_ORDISCH,Liu 2015,Recovery,Time to discharge from operating room,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,minutes,44,44,39.8,15.74,48.7,16.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1R0ueeZhpBPbKOmqRfRyFTsqp7qq7ftqp/view?usp=drivesdk,Table 2 / clinical recovery from anesthesia,,-8.9,3.45963,MD,Native MD; no pooled interpretation without compatible model.,1,-0.543668,0.217104
V33-OD-0335,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_PREOP1,Song 2020,Sleep quality,Sleep efficiency,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,87.78,3.6,84.71,3.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.07,0.77036,MD,Native MD; no pooled interpretation without compatible model.,1,0.857011,0.226684
V33-OD-0336,SONG20_TEAS_vs_SHAM_AIS_PREOP1,Song 2020,Sleep quality,AIS score,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,2,0.6,2.33,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-0.33,0.141304,MD,Native MD; no pooled interpretation without compatible model.,1,-0.501147,0.220324
V33-OD-0337,SONG20_TEAS_vs_SHAM_REMSLEEP_PREOP1,Song 2020,Sleep quality,REM sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,25.13,2.3,23.92,2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,1.21,0.467948,MD,Native MD; no pooled interpretation without compatible model.,1,0.556803,0.221109
V33-OD-0338,SONG20_TEAS_vs_SHAM_STABLESLEEP_PREOP1,Song 2020,Sleep quality,Stable sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,36,2.9,34.46,3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,1.54,0.639953,MD,Native MD; no pooled interpretation without compatible model.,1,0.517123,0.220541
V33-OD-0339,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_PREOP1,Song 2020,Sleep quality,Unstable sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,43.41,3.4,40.67,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.74,0.666913,MD,Native MD; no pooled interpretation without compatible model.,1,0.885624,0.22733
V33-OD-0340,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD1,Song 2020,Sleep quality,Sleep efficiency,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,76.63,2.9,70.35,2.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.28,0.587866,MD,Native MD; no pooled interpretation without compatible model.,1,2.300591,0.279641
V33-OD-0341,SONG20_TEAS_vs_SHAM_AIS_POD1,Song 2020,Sleep quality,AIS score,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,4.14,0.8,5.44,0.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-1.3,0.153656,MD,Native MD; no pooled interpretation without compatible model.,1,-1.824895,0.258176
V33-OD-0342,SONG20_TEAS_vs_SHAM_REMSLEEP_POD1,Song 2020,Sleep quality,REM sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,19.42,1.6,16.07,1.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.35,0.36919,MD,Native MD; no pooled interpretation without compatible model.,1,1.947983,0.263414
V33-OD-0343,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD1,Song 2020,Sleep quality,Stable sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,28.24,2.7,24.85,3.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.39,0.65332,MD,Native MD; no pooled interpretation without compatible model.,1,1.112874,0.233132
V33-OD-0344,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD1,Song 2020,Sleep quality,Unstable sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,33.59,3.4,27.15,2.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.44,0.676435,MD,Native MD; no pooled interpretation without compatible model.,1,2.051389,0.267992
V33-OD-0345,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD3,Song 2020,Sleep quality,Sleep efficiency,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,82,3.4,78.18,3.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.82,0.716504,MD,Native MD; no pooled interpretation without compatible model.,1,1.146976,0.234102
V33-OD-0346,SONG20_TEAS_vs_SHAM_AIS_POD3,Song 2020,Sleep quality,AIS score,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,3.33,0.8,4.33,0.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-1.0,0.184595,MD,Native MD; no pooled interpretation without compatible model.,1,-1.162975,0.234566
V33-OD-0347,SONG20_TEAS_vs_SHAM_REMSLEEP_POD3,Song 2020,Sleep quality,REM sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,21.5,1.7,18.64,1.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.86,0.348045,MD,Native MD; no pooled interpretation without compatible model.,1,1.769177,0.255885
V33-OD-0348,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD3,Song 2020,Sleep quality,Stable sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,30.11,3,27.13,3.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.98,0.69507,MD,Native MD; no pooled interpretation without compatible model.,1,0.920323,0.22814
V33-OD-0349,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD3,Song 2020,Sleep quality,Unstable sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,38.16,3.4,31.39,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.77,0.666913,MD,Native MD; no pooled interpretation without compatible model.,1,2.188201,0.274283
V33-OD-0361,ZHANG18_TEA_vs_SHAM_AMB,Zhang 2018,Functional recovery,Time to ambulation,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,days,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2b / Results,,,,,,1,,
AUDIT-0093,V34_B1_092,Yang 2020,Functional recovery,Time to out-of-bed activity,Postoperative,postoperative,Mean/SD,EA,Usual care,EA group,UC group,hours,29.0,28.0,11.2,1.0,13.0,3.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,-1.8,0.68701,MD,Native MD; no pooled interpretation without compatible model.,1,-0.695132,0.272829
AUDIT-0104,V34_B1_103,Pan 2023,Functional recovery — PACU,Utilization of remedial drugs in PACU,PACU,pacu,Events/total,TEAS,Usual care,Group T — TEAS,Group C — control,participants,52.0,53.0,,,,,10.0,18.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,,,,,1,,
AUDIT-0105,V34_B1_104,Pan 2023,Functional recovery,Time of respiratory recovery,PACU/recovery,pacu/recovery,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,10.2,2.7,10.9,3.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,-0.7,0.631264,MD,Native MD; no pooled interpretation without compatible model.,1,-0.214233,0.195748
AUDIT-0106,V34_B1_105,Pan 2023,Functional recovery,Time of conscious,PACU/recovery,pacu/recovery,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,10.7,2.7,11.3,3.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,-0.6,0.642375,MD,Native MD; no pooled interpretation without compatible model.,1,-0.180411,0.195585
AUDIT-0107,V34_B1_106,Pan 2023,Functional recovery,Time of extubation,PACU/recovery,pacu/recovery,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,11.4,3.0,12.1,3.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,-0.7,0.66748,MD,Native MD; no pooled interpretation without compatible model.,1,-0.202751,0.19569
AUDIT-0108,V34_B1_107,Pan 2023,Functional recovery — PACU,PACU Aldrete score,PACU,pacu,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,Aldrete points,52.0,53.0,8.8,0.8,8.9,0.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,-0.1,0.156151,MD,Native MD; no pooled interpretation without compatible model.,1,-0.124088,0.195377
AUDIT-0109,V34_B1_108,Pan 2023,Functional recovery — PACU,PACU retention time,PACU,pacu,Mean/SD,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,50.9,20.9,52.7,17.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,-1.8,3.774218,MD,Native MD; no pooled interpretation without compatible model.,1,-0.092561,0.195293
AUDIT-0113,V34_B1_112,Pan 2023,Functional recovery,Removing the catheter time,Postoperative,postoperative,Median/IQR,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 816; Table 9,,,,,,1,,
AUDIT-0114,V34_B1_113,Pan 2023,Functional recovery,First postoperative implantation activity time,Postoperative,postoperative,Median/IQR,TEAS,Usual care,Group T — TEAS,Group C — control,minutes,52.0,53.0,,,,,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 816; Table 9,,,,,,1,,
