record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0195,JIANG26_TEAS_vs_SHAM_PONV24,Jiang 2026,PONV composite,PONV incidence,Within 24 h,within 24h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,294,293,,,,,44,67,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,24-h PONV result,,-0.42391,0.175608,logRR,Uncorrected log risk ratio,1,,
V33-OD-0205,HOU23_TEAS_vs_SHAM_PONV,Hou 2023,PONV composite,PONV incidence,Postoperative / reported review window,postoperative / reported review window,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,participants,36,36,,,,,4,12,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,PONV result,,-1.098612,0.527046,logRR,Uncorrected log risk ratio,1,,
V33-OD-0215,HEJIS26_TEAS_vs_CTRL_PONV24,He 2026 (hepatectomy/JIS),PONV composite,PONV incidence,0-24 h,0-24h,Events/total,TEAS,Sham,Intraoperative PC6 TEAS,No-current PC6 control,participants,80,79,,,,,19,21,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,Primary PONV outcome / mITT,,-0.112662,0.27403,logRR,Uncorrected log risk ratio,1,,
V33-OD-0257,CHEN15Q_TEAS_vs_CTRL_PONV24,Chen 2015,PONV composite,PONV incidence,0-24 h,0-24h,Events/total,TEAS,Sham,Preoperative TEAS,Electrodes/device with no stimulation,participants,41,42,,,,,10,26,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,Table 3 / PONV,,-0.931414,0.300436,logRR,Uncorrected log risk ratio,1,,
V33-OD-0261,CHEN15H_TEAS_vs_SHAM_PONV24,Chen 2015 (Hyperalgesia),PONV composite,PONV incidence,0-24 h,0-24h,Events/total,TEAS,Sham,Preoperative TEAS,Electrodes/no-current sham,participants,29,30,,,,,5,13,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,Table 2 / PONV,,-0.92161,0.457282,logRR,Uncorrected log risk ratio,1,,
V33-OD-0269,WU16_TAES_vs_ACTIVE_PONV,Wu 2016,PONV composite,Postoperative nausea/vomiting incidence,Postoperative period; exact window not reported,postoperative period; exact window not reported,Events/total,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative true-acupoint TAES (LI4/PC6/SI3/SJ6),Active nonacupoint electrical stimulation (identical 2/100-Hz current),participants,27,27,,,,,3,8,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1CXkJN0GF45qOQtRcL7EbgmbypBrNnmri/view?usp=drivesdk,Table II / postoperative complications,,-0.980829,0.619886,logRR,Uncorrected log risk ratio,1,,
V33-OD-0270,WU16_TAES_vs_UC_PONV,Wu 2016,PONV composite,Postoperative nausea/vomiting incidence,Postoperative period; exact window not reported,postoperative period; exact window not reported,Events/total,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative true-acupoint TAES (LI4/PC6/SI3/SJ6),No-TAES thoracotomy control,participants,27,27,,,,,3,9,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1CXkJN0GF45qOQtRcL7EbgmbypBrNnmri/view?usp=drivesdk,Table II / postoperative complications,,-1.098612,0.608581,logRR,Uncorrected log risk ratio,1,,
V33-OD-0276,GAO22_TEAS_vs_SHAM_PONV24,Gao 2022,PONV composite,Any postoperative nausea and/or retching and/or vomiting,0-24 h,0-24h,Events/total,TEAS,Sham,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,participants with PONV,827,828,,,,,243,283,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1_DV8ZFHIZwC_SnRMP3IokKfeEs6QzD0S/view?usp=drivesdk,Table 3 / primary 24 h PONV outcome,,-0.151177,0.072332,logRR,Uncorrected log risk ratio,1,,
V33-OD-0331,SONG20_TEAS_vs_SHAM_PONV24,Song 2020,PONV composite,Nausea and vomiting adverse event,0-24 h,0-24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,participants with nausea/vomiting,42,43,,,,,3,10,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.180442,0.621505,logRR,Uncorrected log risk ratio,1,,
AUDIT-0127,V34_B1_126,Lu 2022,PONV composite,PONV incidence,24 h after surgery,24 h point,Events/total,TEAS,Sham,TEAS,Control,participants,47.0,47.0,,,,,30.0,22.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,0.310155,0.190354,logRR,Uncorrected log risk ratio,1,,
AUDIT-0128,V34_B1_127,Lu 2022,PONV composite,PONV incidence,48 h after surgery,48h after surgery,Events/total,TEAS,Sham,TEAS,Control,participants,47.0,47.0,,,,,10.0,9.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,0.105361,0.410558,logRR,Uncorrected log risk ratio,1,,
AUDIT-0129,V34_B1_128,Lu 2022,PONV composite,PONV incidence,72 h after surgery,72h after surgery,Events/total,TEAS,Sham,TEAS,Control,participants,47.0,47.0,,,,,8.0,4.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,0.693147,0.576582,logRR,Uncorrected log risk ratio,1,,
AUDIT-0139,V34_B1_138,Li 2021,PONV composite,PONV occurrence,6 h post-OP,6h post-op,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,51.0,100.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,-0.673345,0.123783,logRR,Uncorrected log risk ratio,1,,
AUDIT-0141,V34_B1_140,Li 2021,PONV composite,PONV occurrence,12 h post-OP,12h post-op,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,54.0,81.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,-0.405465,0.128757,logRR,Uncorrected log risk ratio,1,,
AUDIT-0143,V34_B1_142,Li 2021,PONV composite,PONV occurrence,9 am on day 1,9 am on day 1,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,81.0,66.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,0.204794,0.114941,logRR,Uncorrected log risk ratio,1,,
AUDIT-0145,V34_B1_144,Li 2021,PONV composite,PONV occurrence,3 pm on day 1,3 pm on day 1,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,36.0,66.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,-0.606136,0.169244,logRR,Uncorrected log risk ratio,1,,
AUDIT-0147,V34_B1_146,Li 2021,PONV composite,PONV occurrence,9 am on day 2,9 am on day 2,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,50.0,56.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,-0.113329,0.15353,logRR,Uncorrected log risk ratio,1,,
AUDIT-0149,V34_B1_148,Li 2021,PONV composite,PONV occurrence,3 pm on day 2,3 pm on day 2,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,55.0,55.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,0.0,0.148586,logRR,Uncorrected log risk ratio,1,,
AUDIT-0156,V34_B2_006,Gu 2019,PONV composite,Any postoperative nausea and/or vomiting (PONV),Postoperative follow-up; exact window not stated,AMBIGUOUS,Events/total,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),participants,58.0,59.0,,,,,7.0,19.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15; Figure 5,,,,,,1,,
AUDIT-0197,V34_B2_047,Wang 2023,PONV composite,PONV incidence,Within 72 h after surgery,within 72h after surgery,Events/total,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,participants,40.0,43.0,,,,,6.0,19.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 715; Table 2,,-1.080359,0.413573,logRR,Uncorrected log risk ratio,1,,
AUDIT-0270,V34_B3_072,Sim 2002,PONV composite,PONV,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0271,V34_B3_073,Sim 2002,PONV composite,PONV,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0296,V34_B3_098,Lu 2021,PONV severity,PONV severity score,0–24 h,0-24h,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,PONV severity score; scale definition not repeated in Table 3,198.0,188.0,0.4,0.7,0.4,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,0.0,0.071282,MD,Native MD; no pooled interpretation without compatible model.,1,0.0,0.101831
AUDIT-0297,V34_B3_099,Lu 2021,PONV severity,PONV severity score,0–24 h,0-24h,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,PONV severity score; scale definition not repeated in Table 3,190.0,188.0,0.3,0.7,0.4,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.072009,MD,Native MD; no pooled interpretation without compatible model.,1,-0.142572,0.103001
AUDIT-0320,V34_B4_001,Wang 2024,PONV composite,PONV incidence,0–2 h,0-2h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),participants,33.0,35.0,,,,,13.0,20.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:931–932; Table 3,,-0.371942,0.260861,logRR,Uncorrected log risk ratio,1,,
AUDIT-0321,V34_B4_002,Wang 2024,PONV composite,PONV incidence,2–6 h,2-6h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),participants,33.0,35.0,,,,,12.0,19.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:931–932; Table 3,,-0.400692,0.277652,logRR,Uncorrected log risk ratio,1,,
AUDIT-0322,V34_B4_003,Wang 2024,PONV composite,PONV incidence,24–36 h,24-36h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),participants,33.0,35.0,,,,,0.0,3.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:931–932; Table 3,,-1.888752,1.492824,logRR,0.5 added to all four cells,1,,
