"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1211","13","11","2616","Grain Moxibustion Treatment on Insomnia: a Randomized Controlled Trial","NCT04980703","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:00.329Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1212","13","12","2618","Study on Brain Plasticity and Clinical Outcome Prediction of Electroacupuncture for Upper Limb Motor Dysfunction following Ischemic Stroke","ITMCTR2025000432","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:00.937Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1213","13","13","2619","Study on the therapeutic effect of electroacupuncture at Tianshu Point on acute lung injury of sepsis","ITMCTR2025000064","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:01.534Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1214","13","14","2620","Clinical study on electroacupuncture treatment of knee osteoarthritis","ChiCTR2500097373","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:02.124Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1215","13","15","2621","A randomized controlled study of risk factors associated with residual numbness after lumbar disc herniation and the therapeutic effect of umbilical acupuncture combined with warm acupuncture","ITMCTR2024000328","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:02.529Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1216","13","16","2622","A pilot randomized controlled clinical trial of the combination of acupuncture and medicine treatment for patients with sudden deafness associated with tinnitus","ChiCTR2400086802","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:03.126Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1217","13","17","2623","Electroacupuncture vs Acupotomy in treatment of Adhesive capsulitis","Mokhtari","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","high","primary_results","yes","0","0","","no","yes","EA/acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:03.509Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1218","13","18","2624","Clinical efficacy of electroacupuncture in the treatment of pediatric lower motor neuron neurogenic bladder based on the combination of disease-disease-position and the thought of electroacupuncture","ITMCTR2025000344","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:04.091Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1219","13","19","2625","Electroacupuncture for ileus after laparoscopic colorectal surgery: a randomised sham-controlled study","Ng","2013","English","no","MAYBE","UNCERTAIN_RESULTS_REPORTED","Title identifies a randomized sham-controlled EA trial after laparoscopic colorectal surgery, but the abstract-free record does not confirm that this citation reports participant results rather than methods.","Title identifies a randomized sham-controlled EA trial after laparoscopic colorectal surgery, but the abstract-free record does not confirm that this citation reports participant results rather than methods.","high","conference_abstract","unclear","7","1","results_reported","yes","yes","EA","sham EA","yes","yes","yes","Postoperative treatment after laparoscopic colorectal surgery.","yes","no","yes","yes","2026-07-28T17:16:04.677Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1220","13","20","2626","Clinical Efficacy Evaluation of Electroacupuncture as Adjuvant Therapy for Female Patients With Overactive Bladder","NCT05997992","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:05.147Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1221","13","21","2627","Fu's subcutaneous needling approach versus electroacupuncture for knee osteoarthritis: protocol for comparative effectiveness and safety randomized controlled trial","Liu","2025","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Published protocol compares non-surgical treatments for knee osteoarthritis and provides no participant results.","Published protocol compares non-surgical treatments for knee osteoarthritis and provides no participant results.","high","protocol","no","0","0","","no","yes","EA","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:05.735Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1222","13","22","2628","Ultrasonographic Observation of Electroacupuncture for Gastric Motility Improvement in Critically Ill Patients: a Randomized Controlled Trial Study Protocol","ITMCTR2025001017","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:06.312Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1223","13","23","2629","Study on the efficacy and mechanism of electroacupuncture combined with rTMS in the treatment of cervical spondylosis pain","ChiCTR2500104339","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:06.892Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1224","13","24","2630","Electroacupuncture in patients with post-traumatic ankle osteoarthritis: a randomized controlled trial","ITMCTR2025001585","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:07.474Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1225","13","25","2631","Combined Electroacupuncture-Medication Therapy for Osteoporosis in Type 2 Diabetes: a Multicenter Randomized Controlled Trial","ITMCTR2025001548","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:08.050Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1226","13","26","2632","Electroacupuncture for Mild to Moderate Vascular Cognitive Impairment: a Randomized Controlled Trial","ITMCTR2025001390","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:08.613Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1227","13","27","2633","Mechanical Imbalance in Early-Stage Knee Osteoarthritis in Elderly Patients: development and Implementation of an Integrated Acupuncture-Physical Therapy Rehabilitation Protocol","ITMCTR2025001423","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:08.993Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1228","13","28","2634","Clinical Trial Comparing Analgesic Responses to Electroacupuncture in Patients with Cancer Pain","KCT0010941","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:09.546Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1229","13","29","2636","The effect of the seney hypothermic electrophoretic instrument in the treatment of pain: a clinical study","Stump","1994","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The pain study evaluates a hypothermic electrophoretic instrument rather than TEAS or EA at recognized acupuncture points.","The pain study evaluates a hypothermic electrophoretic instrument rather than TEAS or EA at recognized acupuncture points.","high","primary_results","unclear","0","0","","no","unclear","non-acupoint device","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:10.117Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1230","13","30","2637","THE EFFECTS AND POTENTIAL MOLECULAR MECHANISMS OF ACUPUNCTURE COMBINED WITH HYPERBARIC OXYGEN IN THE TREATMENT OF DYSPHAGIA AFTER STROKE","CHen","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","high","primary_results","yes","0","0","","no","yes","EA/acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:10.483Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1231","13","31","2638","Comparison of the effects of acupressure and electroacupuncture in primary dysmenorrhea: a randomized controlled trial","Qorbanalipour","2018","English","yes","NO","EXCLUDE_NON_SURGICAL","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","high","primary_results","yes","0","0","","no","yes","EA/acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:11.027Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1232","13","32","2639","The Effect of electroacupuncture and laser on frozen shoulder","IRCT201706163220N8","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:11.376Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1233","13","33","2640","Clinical observation of the combination of electroacupuncture and abdominal acupuncture for treating 50 cases with cervical spondylotic arteriopathy","Gong","2014","English","yes","NO","EXCLUDE_NON_SURGICAL","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","high","primary_results","yes","0","0","","no","yes","EA/acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:12.170Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1234","13","34","2641","Impact of Pain Sensitivity and Expectations on Predicting Response to Acupuncture in Fibromyalgia","Murphy","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","EA or acupuncture treats a non-surgical chronic or neurologic condition outside operative perioperative care.","high","primary_results","yes","0","0","","no","yes","EA/acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:16:13.025Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1235","13","35","3014","Efficacy of Transcutaneous Electrical Acupoint Stimulation on Postoperative Pain and Recovery in Patients Undergoing Pancreatectomy: a Prospective, Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:22.714Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1236","13","36","3015","Transcutaneous Electrical Acupoint Stimulation Combined with Moderate Sedation of Remimazolam Tosilate in Gastrointestinal Endoscopy: A Prospective, Randomized, Double-Blind, Placebo-Controlled Clinical Trial","Xu","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:23.571Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1237","13","37","3022","The efficacy of physical therapy and rehabilitation approaches in chronic migraine","Onan","2024","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is an evidence synthesis of rehabilitation approaches for chronic migraine, not an original perioperative trial.","This is an evidence synthesis of rehabilitation approaches for chronic migraine, not an original perioperative trial.","high","systematic_review","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:24.428Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1238","13","38","3023","Director of Oncology Department, First Teaching Hospital of Tianjin University of Traditional Chinese Medicine","Unknown","unclear","English","yes","NO","EXCLUDE_PUBLICATION_TYPE","Affiliation-only citation does not identify an original participant study.","Affiliation-only citation does not identify an original participant study.","high","other","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:25.453Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1239","13","39","3029","Effect of Transcutaneous Electrical Acupoint Stimulation on Sleeping After General Anesthesia in Elderly Patients Undergoing Abdominal Surgery","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:26.420Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1240","13","40","3031","Enhancing Pain Management for Knee Replacement Patients Through an Innovative Non-invasive and Opioid-sparing Device (NEUROCUPLE™)","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The opioid-sparing device is not identified as electrical stimulation delivered at recognized acupuncture points.","The opioid-sparing device is not identified as electrical stimulation delivered at recognized acupuncture points.","high","trial_registration","no","0","0","","unclear","unclear","non-acupoint device","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:27.228Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1241","13","41","3032","Electroacupuncture and Growth Hormone for Pain Management Post-Quadriceps Ligament Reconstruction: A Prospective Study","Xu","2024","English","yes","NO","EXCLUDE_INSEPARABLE_COMBINATION","EA is combined inseparably with growth hormone after ligament reconstruction, preventing estimation of the independent EA effect.","EA is combined inseparably with growth hormone after ligament reconstruction, preventing estimation of the independent EA effect.","high","primary_results","unclear","0","0","","unclear","unclear","EA plus growth hormone","not_applicable","not_applicable","no","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:28.173Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1242","13","42","3033","Clinical Efficacy Evaluation and Mechanism Study of Potential Advantageous Diseases of Acupuncture - Evaluation of Clinical Efficacy of Acupuncture in Improving Immune Response in Patients With Cervical Cancer","Unknown","unclear","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Unspecified acupuncture study focuses on immune response in cervical-cancer patients and does not establish an eligible perioperative clinical outcome.","Unspecified acupuncture study focuses on immune response in cervical-cancer patients and does not establish an eligible perioperative clinical outcome.","high","other","unclear","0","0","","unclear","unclear","acupuncture unspecified","not_applicable","not_applicable","not_applicable","unclear","not_applicable","no","no","no","yes","2026-07-28T17:17:29.187Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1243","13","43","3034","Effectiveness of preoperative thoracic epidural testing strategies: a retrospective comparison of three commonly used testing methods","dosSantosFernandes","2024","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","TEA denotes thoracic epidural analgesia, not transcutaneous electrical acupoint stimulation.","TEA denotes thoracic epidural analgesia, not transcutaneous electrical acupoint stimulation.","high","primary_results","yes","0","0","","unclear","unclear","thoracic epidural analgesia","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:30.010Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1244","13","44","3035","Comparing prophylactic efficacy of different interventions on postoperative nausea and vomiting: Methodology is critical—Re: Zhang Y, et al. Transcutaneous electrical acupoint stimulation versus dexamethasone for prophylaxis of postoperative nausea and vo","Wang","2024","English","yes","NO","EXCLUDE_PUBLICATION_TYPE","This is methodological correspondence about another TEAS trial rather than an original participant report.","This is methodological correspondence about another TEAS trial rather than an original participant report.","high","letter","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:30.796Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
