"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1918","20","18","4535","Pain relief using electro-acupuncture for oocyte retrieval (multiple letters) [2]","Renckens","2004","English","no","No","EXCLUDE_NON_SURGICAL","Pain relief using electro-acupuncture for oocyte retrieval (multiple letters) [2].","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:02.461Z","","DOI: 10.1093/humrep/deh488; DOI: 10.1093/humrep/deh488"
"1919","20","19","4538","Role of Complementary and Novel Antiemetic Therapies","White","2003","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","Role of Complementary and Novel Antiemetic Therapies.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","yes","unclear","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","The usefulness of a simple, inexpensive, noninvasive device for the treatment and prevention of nausea and vomiting should not be overlooked as practitioners continue to search for more cost-effective approaches to improving patient comfort after surgery and chemotherapy and during pregnancy.","yes","no","no","no","yes","2026-07-26T16:04:03.175Z","","DOI: 10.1097/00004311-200341040-00008; DOI: 10.1097/00004311-200341040-00008"
"1920","20","20","4540","Coping with pain without medication","Kostoudi","2003","English","yes","No","EXCLUDE_NON_SURGICAL","Coping with pain without medication.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:04.323Z","",""
"1921","20","21","4544","Effects of corticosteroid and electroacupuncture on experimental spinal cord injury in dogs.","Yang","2003","English","yes","No","EXCLUDE_ANIMAL","Effects of corticosteroid and electroacupuncture on experimental spinal cord injury in dogs..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:19.320Z","",""
"1922","20","22","4549","Effect of electroacupuncture on minimum alveolar concentration of isoflurane in dogs.","Jeong","2003","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture on minimum alveolar concentration of isoflurane in dogs..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:20.170Z","",""
"1923","20","23","4553","Atropine-induced gastric dysrhythmia is not normalized by electroacupuncture","Chang","2002","English","yes","No","EXCLUDE_NON_SURGICAL","Atropine-induced gastric dysrhythmia is not normalized by electroacupuncture.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:04:21.010Z","","DOI: 10.1023/A:1020599707395; DOI: 10.1023/A:1020599707395"
"1924","20","24","4555","Effects of electroacupuncture on minimum alveolar concentration of isoflurane and cardiovascular system in isoflurane anesthetized dogs.","Jeong","2002","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture on minimum alveolar concentration of isoflurane and cardiovascular system in isoflurane anesthetized dogs..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:22.269Z","",""
"1925","20","25","4557","Role of novel antiemetic therapies","White","2002","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","Role of novel antiemetic therapies.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","yes","unclear","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","The usefulness of a simple, inexpensive, noninvasive device for the treatment and prevention of nausea and vomiting should not be overlooked as practitioners continue to search for more cost-effective approaches to improving patient comfort after surgery, chemotherapy and during pregnancy.","yes","no","no","no","yes","2026-07-26T16:04:23.176Z","",""
"1926","20","26","4561","Fusion surgery is slightly better than non-surgical treatment in patients with severe chronic non-specific low back pain: Commentary","Holm","2002","English","no","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as commentary rather than an eligible randomized results report.","Ineligible publication type.","high","commentary","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:24.232Z","","DOI: 10.1016/S0004-9514(14)60208-7; DOI: 10.1016/S0004-9514(14)60208-7"
"1927","20","27","4562","Effects of transcutaneous electric nerve stimulation on the postoperative analgesia with PCEA and recovery after surgery","Xiao","2002","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Effects of transcutaneous electric nerve stimulation on the postoperative analgesia with PCEA and recovery after surgery.","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","Effects of transcutaneous electric nerve stimulation on the postoperative analgesia with PCEA and recovery after surgery.","yes","no","no","no","yes","2026-07-26T16:04:25.012Z","",""
"1928","20","28","4564","Clinical study on treatment of lumbar vertebral disc herniation with lumber Du channel electrical acupuncture","Lu","2002","English","yes","No","EXCLUDE_NON_SURGICAL","Clinical study on treatment of lumbar vertebral disc herniation with lumber Du channel electrical acupuncture.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:04:26.220Z","",""
"1929","20","29","4568","Acupuncture, transcutaneous electrical nerve stimulation, and laser therapy in chronic pain","Fargas-Babjak","2001","English","yes","No","EXCLUDE_NON_SURGICAL","Acupuncture, transcutaneous electrical nerve stimulation, and laser therapy in chronic pain.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:27.346Z","","DOI: 10.1097/00002508-200112001-00019; DOI: 10.1097/00002508-200112001-00019"
"1930","20","30","4569","Phantom limb pain","Nikolajsen","2001","English","no","No","EXCLUDE_NON_SURGICAL","Phantom limb pain.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:28.156Z","","DOI: 10.1093/bja/87.1.107; DOI: 10.1093/bja/87.1.107"
"1931","20","31","4570","Endogenous opioids, placebo response, and pain","Rowbotham","2001","English","no","No","EXCLUDE_NON_SURGICAL","Endogenous opioids, placebo response, and pain.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:28.920Z","","DOI: 10.1016/S0140-6736(00)05090-X; DOI: 10.1016/S0140-6736(00)05090-X"
"1932","20","32","4573","Different frequencies of electroacupuncture modified the cellular activity of serotonergic neurons in brainstem.","Kwon","2000","English","yes","No","EXCLUDE_NON_SURGICAL","Different frequencies of electroacupuncture modified the cellular activity of serotonergic neurons in brainstem..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:30.231Z","",""
"1933","20","33","4574","Analgesic effect of electric stimulation of peripheral nerves with different electric frequencies using the formalin test.","Hsieh","2000","English","yes","No","EXCLUDE_ANIMAL","The study sought to determine the effect of different EA frequencies in a Sprague-Dawley (SD) rat model of pain.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:30.989Z","",""
"1934","20","34","4575","Effect of electroacupuncture on mRNA expression of NGF and IGF-1 in injured nerve","Chen","2000","English","yes","No","EXCLUDE_ANIMAL","METHODS: Sciatic nerve injury model was established by transection of right side sciatic nerve in 90 male SD rats, which were randomly divided into two groups.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:32.343Z","",""
"1935","20","35","4576","Labor analgesia for the 21(st) century","Crowhurst","2000","English","no","No","EXCLUDE_NON_SURGICAL","Labor analgesia for the 21(st) century.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:04:33.086Z","","DOI: 10.1053/sa.2000.9039; DOI: 10.1053/sa.2000.9039"
"1936","20","36","4577","Analgesic effects of acupuncuture on pain after mandibular wisdom tooth extraction","Kitade","2000","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Analgesic effects of acupuncuture on pain after mandibular wisdom tooth extraction.","Wrong intervention.","high","primary_results","no","no","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","We evaluated the analgesic effect s of acupuncture on postoperative pain by comparing patients who underwent routine tooth extraction alone (control group) and those who underwent tooth extraction in combination with acupuncture (experimental group) by the random allocation method.","yes","no","no","no","yes","2026-07-26T16:04:34.258Z","","DOI: 10.3727/036012900816356172; DOI: 10.3727/036012900816356172"
"1937","20","37","4579","Treatment of wobbler syndrome in dogs with electroacupuncture.","Sumano","2000","English","yes","No","EXCLUDE_ANIMAL","Treatment of wobbler syndrome in dogs with electroacupuncture..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:35.010Z","",""
"1938","20","38","4581","Post-thoracotomy spirometric lung function: The effect of analgesia. A review","Richardson","1999","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as narrative review rather than an eligible randomized results report.","Ineligible publication type.","high","narrative_review","no","not_applicable","not_applicable","ordinary TENS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","The mean postoperative percentage preservation of preoperative lung function was recorded or determined for each analgesic regimen.","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:35.749Z","",""
"1939","20","39","4585","Study of Pacemaker and Implantable Cardioverter Defibrillator Triggering by Electronic Article Surveillance Devices (SPICED TEAS)","McIvor","1998","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","Study of Pacemaker and Implantable Cardioverter Defibrillator Triggering by Electronic Article Surveillance Devices (SPICED TEAS).","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","unclear","unclear","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:04:36.471Z","","DOI: 10.1111/j.1540-8159.1998.tb00002.x; DOI: 10.1111/j.1540-8159.1998.tb00002.x"
"1940","20","40","4604","The effects of electroacupuncture treatment on nucleolar organizer regions of adrenal cortex in ovariectomized rats","Chen","1994","English","yes","No","EXCLUDE_ANIMAL","The effects of electroacupuncture treatment on nucleolar organizer regions of adrenal cortex in ovariectomized rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:04:37.493Z","",""
"1941","20","41","4606","Therapeutic trial of acupuncture in phantom limb pain of amputees","Liaw","1994","English","yes","No","EXCLUDE_NON_SURGICAL","Therapeutic trial of acupuncture in phantom limb pain of amputees.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:04.127Z","",""
"1942","20","42","4612","The effect of electroacupuncture on the function of the partially denervated bladder in rabbits","Ben","1993","English","yes","No","EXCLUDE_ANIMAL","The effect of electroacupuncture on the function of the partially denervated bladder in rabbits.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","The pressure-volume curve of bladder and volume of residual urine was measured at the third day, sixth day, thirteenth day, twentieth day and twenty-seventh day after the operation of denervation and compared with preoperation respectively.","not_applicable","not_applicable","no","no","yes","2026-07-26T16:05:05.211Z","",""
"1943","20","43","4616","Use of tramadol hydrochloride in therapeutic operative dentistry: Clinical investigation","Moroz","1991","English","yes","No","EXCLUDE_NON_SURGICAL","The analgesic effect of the centrally acting analgesic tramadol hydrochloride was studied in 346 patients with dental pain of various etiologies who were undergoing routine dental work and in 12 healthy volunteers.","Non-operative or non-surgical population.","high","primary_results","no","no","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:06.013Z","",""
"1944","20","44","4619","Antiemetic studies with traditional Chinese acupuncture. A comparison of manual needling with electrical stimulation and commonly used antiemetics","Ghaly","1987","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Antiemetic studies with traditional Chinese acupuncture.","Wrong intervention.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:05:07.091Z","","DOI: 10.1111/j.1365-2044.1987.tb05180.x; DOI: 10.1111/j.1365-2044.1987.tb05180.x"
"1945","20","45","4623","Relationship between clinicophysiological parameters of sleep and the nature of the stress and reflex therapeutic impact","Dallakyan","1985","English","yes","No","EXCLUDE_NON_SURGICAL","Relationship between clinicophysiological parameters of sleep and the nature of the stress and reflex therapeutic impact.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:08.159Z","",""
"1946","20","46","4624","Suppression of electroacupuncture (EA)-induced β-endorphin and ACTH release by hydrocortisone in man. Absence of effects on EA-induced anaesthesia","Masala","1983","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","Suppression of electroacupuncture (EA)-induced β-endorphin and ACTH release by hydrocortisone in man.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","yes","Suppression of electroacupuncture (EA)-induced β-endorphin and ACTH release by hydrocortisone in man.","yes","no","no","no","yes","2026-07-26T16:05:09.397Z","","DOI: 10.1530/acta.0.1030469; DOI: 10.1530/acta.0.1030469"
"1947","20","47","4627","Antagonism of acupuncture analgesia by naloxone in unconscious man","Tsunoda","1979","English","yes","No","EXCLUDE_NON_SURGICAL","The effects of electric acupuncture stimulation on the minimum alveolar anesthetic concentration (MAC) of halothane were studied in 7 healthy volunteers.","Non-operative or non-surgical population.","high","primary_results","no","no","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:10.439Z","",""
"1948","20","48","4628","Acupuncture analgesia/anesthesia: placebo for doctor and patient?","Schaer","1979","English","no","No","EXCLUDE_NON_SURGICAL","Acupuncture analgesia/anesthesia: placebo for doctor and patient?.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:11.468Z","",""
"1949","20","49","4629","Factors acting on the efficacy of anaesthesia produced by electroacupuncture","Treschinsky","1978","English","yes","No","EXCLUDE_NON_SURGICAL","Factors acting on the efficacy of anaesthesia produced by electroacupuncture.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:05:12.736Z","",""
"1950","20","50","4630","Modulation of experimental dental pain in man with acupuncture and transcutaneous electrical stimulation","Chapman","1978","English","yes","No","EXCLUDE_NON_SURGICAL","Modulation of experimental dental pain in man with acupuncture and transcutaneous electrical stimulation.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:13.468Z","",""
"1951","20","51","4631","Electric acupunctural anaesthesia. Comparison between traditional Chinese technique and combined technique. Preliminary notes","Zanini","1977","English","yes","No","EXCLUDE_NON_SURGICAL","Electric acupunctural anaesthesia.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:27.589Z","",""
"1952","20","52","4632","Failure of acupuncture to produce localized analgesia","Lynn","1977","English","yes","No","EXCLUDE_NON_SURGICAL","The pain sensitivity of 49 healthy volunteers has been tested both before and during electro-acupuncture at 2 or 3 widely separated places on the body surface.","Non-operative or non-surgical population.","high","primary_results","no","no","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:28.835Z","","DOI: 10.1016/0304-3959(77)90064-1; DOI: 10.1016/0304-3959(77)90064-1"
"1953","20","53","4635","An experimental study on electric acupuncture anesthesia (Japanese)","Odashiro","1974","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","An experimental study on electric acupuncture anesthesia (Japanese).","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:05:30.251Z","",""
"1954","20","54","4637","经皮穴位电刺激对单侧双通道脊柱内镜手术患者应激反应的影响.","李亚楠","2026","English","no","No","EXCLUDE_NON_SURGICAL","经皮穴位电刺激对单侧双通道脊柱内镜手术患者应激反应的影响..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:05:31.783Z","","DOI: 10.13288/j.11-2166/r.2026.10.008; DOI: 10.13288/j.11-2166/r.2026.10.008"
