"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2211","23","11","2976","Transcutaneous Electrical Acupoint Stimulation Alleviate Postoperative Depression in Video-assisted Thoracoscopic Surgery: a Randomized Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:15.774Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2212","23","12","2985","Clinical application of laparoscopic spleen-preserving distal pancreatectomy in patients with situs inversus totalis","Yang","2024","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention.","No eligible perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:16.849Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2213","23","13","2990","Abdominal Transcutaneous Electrical Acupoint Stimulation on Children With Autism Spectrum Disorder: A Randomized Clinical Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:18.151Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2214","23","14","2991","The Efficacy and Safety of Electroacupuncture Compared With Sham Acupuncture in Patients With Discogenic Low Back Pain: A Multicenter Randomized Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:19.284Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2215","23","15","2992","Urodynamic analysis of the effect of electroacupuncture at different acupoints on the bladder after spinal cord injury","Lu","2024","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:20.563Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2216","23","16","3004","Effects of electroacupuncture at ""Jiaji"" (EX-B 2) on extracellular matrix of chondrocytes and inflammatory reaction in rabbits with Modic changes of cartilage endplate","Wang","2024","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:21.609Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2217","23","17","3005","Effects of electroacupuncture on learning-memory function and synaptic plasticity in rats with cerebral ischemia-reperfusion injury based on the BDNF/TrkB pathway","Cheng","2024","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:22.728Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2218","23","18","3012","Effectiveness of Ultrasound-guided Percutaneous Electrolysis Compared to Placebo Acupuncture in Posterolateral Lumbar Disc Herniation: Randomized Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:23.799Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2219","23","19","3013","Electroacupuncture for Preventing Postoperative Delirium in Older Adults Undergoing Total Knee Arthroplasty: a Multicentre Randomised Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:24.852Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2220","23","20","3276","Effect of electroacupuncture on pain threshold and expression of pain-related factors cyclooxygenase-2, prostaglandin E2 and β-endorphin in rats with chronic pelvic pain syndrome","Wu","2022","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:25.919Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2221","23","21","3281","Effect of electroacupuncture invention on activities of PGC-1α/Irisin (FNDC5)/BDNF signaling in cerebral cortex, hippocampus and muscles in focal cerebral ischemic/reperfusion injury rats","Gu","2022","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:29.476Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2222","23","22","3282","Effect of electroacupuncture preconditioning on expression of Gasdermin D, Caspase-1 and IL-1β in rats with myocardial ischemia reperfusion injury","Xia","2022","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:30.577Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2223","23","23","3283","Effect of electroacupuncture on expression of hippocampal Caspase-3 in rats with cerebral ischemia/reperfusion injury","Li","2022","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:31.627Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2224","23","24","2643","Manual Acupuncture at LI11, Local Points and Both for Knee Osteoarthritis: a Pilot Randomized Controlled Trial","Zheng","2023","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention.","No eligible perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:32.711Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2225","23","25","2644","Effect of electroacupuncture on chest circumference, breast volume and Breast-Q: a randomized clinical trial","Fan","2023","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:33.760Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2226","23","26","2662","Electroacupuncture Frequency-related Effects on Non-specific Low Back Pain in Older Adults","NCT03802045","2019","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:34.944Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2227","23","27","2665","Efficacy and safety of long-term transcutaneous electroacupuncture versus sham transcutaneous electroacupuncture for delayed gastric emptying after distal gastrectomy: study protocol for a randomized, patient-assessor blind, controlled trial","ChiCTR2000033965","2020","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:36.006Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2228","23","28","2667","TDCS versus electroacupuncture in upper extremity function among stroke","TCTR20150629002","2015","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:37.036Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2229","23","29","2669","Acupuncture and electroacupuncture on Chemotherapy-Induced Peripheral Neuropathy","KCT0003178","2018","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:38.079Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2230","23","30","2670","beta-Endorphin and electroacupuncture","Abbate","1980","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:39.093Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2231","23","31","2671","Research Project on the Effective Utilization of Community-Based Programs in Collaboration with Acupuncturists for Frailty Prevention","UMIN000059449","2025","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:40.348Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2232","23","32","2676","Could Use of Electroacupuncture Delay Damage in the Management of Axonal Diabetic Polyneuropathy?-Preliminary Results of a Randomized Controlled Trial","PerezHernandez","2024","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:41.415Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2233","23","33","2687","Is electroacupuncture better than sham electroacupuncture for ischemic stroke? What is the mechanism of it?","ISRCTN98312560","2023","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:42.436Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2234","23","34","2693","Optimizing Impact of Manual Therapy on Lumbar Spinal Stenosis","NCT06023498","2023","English","no","No","EXCLUDE_SECONDARY_RESEARCH","Review, commentary, erratum, or secondary publication rather than a primary randomized participant report.","Review, commentary, erratum, or secondary publication rather than a primary randomized participant report.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:43.661Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2235","23","35","2695","Effect on electroencephalogram microstate in patients with post-stroke cognitive impairment: a comparative study of acupuncture with different stimulation methods at cognitive-emotional area","Li","2026","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:44.656Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2236","23","36","2696","Electroacupuncture for Chronic Nonspecific Low Back Pain in Prime Working-Age Adults: a Multicenter Randomized Controlled Trial","ITMCTR2026001121","2026","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:45.677Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2237","23","37","2702","Thread embedding acupuncture for temporomandibular disorder: protocol for a pilot randomized controlled trial","KCT0007421","2022","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:46.764Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2238","23","38","2704","Non-Specific Chronic Low Back Pain Treatment Methods","NCT07057687","2025","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention.","No eligible perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:47.952Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2239","23","39","2705","Rubus Sanctus (Wild Blackberry) Root Extract as a Dietary Supplement for Graves' Disease","NCT07164079","2025","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:48.964Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2240","23","40","2706","Efficacy of Dietary Interventions and Educational Programs as Adjunctive Therapies for the Management of Urolithiasis: efficacy of Fresh Lemon Juice and Roselle as Educational Program on Urolithiasis Parameters","NCT07047742","2025","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention.","No eligible perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:49.919Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2241","23","41","2707","Fasting-mimicking Diet and Periodontitis (FMD)","NCT06074861","2023","English","no","No","EXCLUDE_SECONDARY_RESEARCH","Review, commentary, erratum, or secondary publication rather than a primary randomized participant report.","Review, commentary, erratum, or secondary publication rather than a primary randomized participant report.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:50.900Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2242","23","42","2708","Efficacy of perioperative transcutaneous electrical acupoint stimulation on postoperative pain and recovery in patients undergoing pancreatectomy: a study protocol for a randomized controlled trial","Wu","2026","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:51.849Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2243","23","43","2712","Pharmacopuncture therapy versus usual care for lumbar spinal stenosis: A randomized controlled trial","Lee","2026","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention.","No eligible perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:52.777Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2244","23","44","2717","Effect of Perioperative vs Postoperative-Only Transcutaneous Electrical Acupoint Stimulation on Gastrointestinal Recovery and Pain Control After Laparoscopic Radical Gastrectomy: A Multicenter， Three-Arm, Randomized, Sham-Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:53.708Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2245","23","45","2718","Electro-Acupuncture Combined With Exercise for Chemotherapy-Induced Peripheral Neuropathy in Patients Receiving Taxanes or Platinum-based Agents: A Randomized Controlled Trial","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:54.661Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2246","23","46","2721","Diaphragmatic Breathing and Electroacupuncture in Patients With Chronic Neck Pain","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:55.780Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2247","23","47","2726","Clinical Study on Transcutaneous Electrical Acupoint Stimulation (TEAS) for the Prevention and Treatment of Perioperative Sleep Disturbances in Cancer Patients","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","Trial registration or study protocol reports no primary participant results.","Trial registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:56.861Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2248","23","48","2727","Efficacy and safety of transcutaneous electrical acupoint stimulation as an adjunct to epidural labor analgesia","Qian","2026","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible perioperative operative study.","Non-surgical condition or procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:51:57.813Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
