"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1316","14","16","3235","Effect of electroacupuncture on myocardial inflammatory injury and apoptosis in mice with acute myocardial ischemia based on VEGF-C/VEGFR-3 pathway","Zuo","2022","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:32.104Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1317","14","17","3236","Inpatients with shoulder osteoarthritis who received integrative Korean medicine treatment: Long-term follow-up of an observation study","Choi","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:32.599Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1318","14","18","3239","Effects of Transcutaneous Electrical Nerve Stimulation on Chemotherapy-induced Peripheral Neuropathy Symptoms","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:33.230Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1319","14","19","3241","Effects of electroacupuncture on the blood-brain-barrier and proinflammatory cytokine IL-1β and IL-18 in the hippocampus of rats with vascular dementia","Deng","2022","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:33.873Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1320","14","20","3242","Antihistamines for motion sickness","Karrim","2022","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is a systematic review or meta-analysis, not an original perioperative trial.","This is a systematic review or meta-analysis, not an original perioperative trial.","high","systematic_review","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:34.248Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1321","14","21","3243","Clinical efficacy of acupuncture in patients with adhesive intestinal obstruction: A meta-analysis","Xie","2022","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is a systematic review or meta-analysis, not an original perioperative trial.","This is a systematic review or meta-analysis, not an original perioperative trial.","high","meta_analysis","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:34.729Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1322","14","22","3249","A Randomized Control Trial to Determine Whether Electroacupuncture(EA) Intervention With Morphine Can Reduce the Intraoperative Pain and Early Post-operative Complications in Patients Undergoing Catheter Ablation of Atrial Fibrillation.","Unknown","unclear","English","yes","NO","EXCLUDE_NONOPERATIVE_POPULATION","Catheter ablation is a non-operative percutaneous procedure and the abstract-free record does not establish eligible general anesthesia.","Catheter ablation is a non-operative percutaneous procedure and the abstract-free record does not establish eligible general anesthesia.","high","other","unclear","0","0","","no","unclear","EA","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:35.326Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1323","14","23","3250","Analgesic effect and mechanism of electroacupuncture on SNI rats based on microglia-BDNF-neuron signal","Yang","2022","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:35.713Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1324","14","24","3255","The efficacy of acupuncture on pain and functional status in patients with lower extremity amputation with stump neuroma: A prospective randomised controlled pilot study","Fatma","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:36.176Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1325","14","25","3256","Transcutaneous Electrical Acustimulation Improves Irritable Bowel Syndrome With Constipation by Accelerating Colon Transit and Reducing Rectal Sensation Using Autonomic Mechanisms","Huang","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:36.759Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1326","14","26","3257","Effects of electroacupuncture with dexmedetomidine on myocardial ischemia/reperfusion injury in rats","Zhang","2022","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:37.399Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1327","14","27","3259","Effects of Nigella Sativa Oil on Pain Intensity and Physical Functions in Patients With Knee Osteoarthritis: A Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:37.782Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1328","14","28","3260","Effects of Electroacupuncture to Relieve Itching Degree in Patients With Chronic Atopic Eczema: Study Protocol for a Randomized Multicenter, Sham Electroacupuncture, Clinical Trial","Unknown","unclear","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol provides planned methods without participant results and concerns an ineligible non-surgical setting or otherwise cannot meet primary-results eligibility.","Protocol provides planned methods without participant results and concerns an ineligible non-surgical setting or otherwise cannot meet primary-results eligibility.","high","protocol","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:38.356Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1329","14","29","3261","Effect of electroacupuncture of Governor Vessel on expression of GAD67 and GABA-T in cerebral cortex of rats with post-stroke limb spasticity","Li","2022","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:38.932Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1330","14","30","3264","Feasibility and Usefulness of Self-Hypnosis in Patients Undergoing Double-Lung Transplantation During the Pre- and Postoperative Periods: A Randomized Study","Michel-Cherqui","2022","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:39.478Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1331","14","31","3267","Modified transcricothyroid electrode recording method for monitoring recurrent laryngeal nerve function during thyroidectomy","Li","2022","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The study evaluates surgery, radiotherapy, or monitoring techniques without eligible electrical acupoint stimulation.","The study evaluates surgery, radiotherapy, or monitoring techniques without eligible electrical acupoint stimulation.","high","primary_results","yes","0","0","","unclear","unclear","none","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:40.042Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1332","14","32","3269","Moderate Sedation Combined With Acupuncture Anesthesia in Gastroscopy and Colonoscopy on Screening Research","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","The study concerns a non-surgical chronic, endoscopic, rehabilitation, or other non-operative setting.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:40.585Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1333","14","33","3271","Timing of Transcutaneous Acupoint Electrical Stimulation on Postoperative Recovery in Geriatric Patients with Gastrointestinal Tumor：a Protocol of Randomised Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol provides planned methods without participant results and concerns an ineligible non-surgical setting or otherwise cannot meet primary-results eligibility.","Protocol provides planned methods without participant results and concerns an ineligible non-surgical setting or otherwise cannot meet primary-results eligibility.","high","protocol","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:41.081Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1334","14","34","3273","The effectiveness of acupuncture point stimulation for the prevention of postoperative sore throat: A meta-analysis","Jau","2022","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is a systematic review or meta-analysis, not an original perioperative trial.","This is a systematic review or meta-analysis, not an original perioperative trial.","high","systematic_review","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:20:42.015Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1335","14","35","3497","Effects and Mechanisms of Transcutaneous Electrical Acustimulation on Postoperative Recovery After Elective Cesarean Section","Li","2020","English","yes","Maybe","GA_UNCLEAR","Randomized sham-controlled TEA at ST36 began four hours after cesarean delivery and reported clinical gastrointestinal recovery and pain outcomes, but the abstract does not state whether surgery used general anaesthesia.","Randomized sham-controlled TEA at ST36 began four hours after cesarean delivery and reported clinical gastrointestinal recovery and pain outcomes, but the abstract does not state whether surgery used general anaesthesia.","high","other","unclear","0","1","general_anaesthesia","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:24.546Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1336","14","36","3499","Effect of electroacupuncture on expression of CREB and its ability to bind to synaptic proteins in amygdala and hippocampus of rats with post-traumatic stress disorder","Li","2020","English","yes","No","EXCLUDE_ANIMAL","Rat post-traumatic stress disorder experiment; not an adult human perioperative surgical trial.","Rat post-traumatic stress disorder experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:25.272Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1337","14","37","3500","Effect of electroacupuncture on expression of corticocerebral autophagy-related proteins in rats with traumatic brain injury","Gu","2020","English","yes","No","EXCLUDE_ANIMAL","Rat traumatic brain injury experiment; not an adult human perioperative surgical trial.","Rat traumatic brain injury experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:25.984Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1338","14","38","3504","Post-market single center experience with a subcutaneous auto-injector of testosterone enanthate (Xyosted)","Xu","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Testosterone auto-injector study; no eligible operative surgery or perioperative EA/TEAS intervention.","Testosterone auto-injector study; no eligible operative surgery or perioperative EA/TEAS intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:26.676Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1339","14","39","3505","Mechanisms of electroacupuncture underlying treatment of osteoporosis based on HDAC2-mediated osteoblast differentiation pathway","Shao","2020","English","yes","No","EXCLUDE_ANIMAL","Osteoporosis rat experiment; not an adult human perioperative surgical trial.","Osteoporosis rat experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:27.352Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1340","14","40","3508","Multipoint transcutaneous electrical stimulation reduces median effective plasma concentration of propofol: A randomised clinical trial","Jing","2020","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Randomized thyroidectomy trial of multipoint transcutaneous electrical stimulation without stimulation at recognized acupuncture points; the intervention is not eligible TEAS/EA.","Randomized thyroidectomy trial of multipoint transcutaneous electrical stimulation without stimulation at recognized acupuncture points; the intervention is not eligible TEAS/EA.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:28.210Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1341","14","41","3509","Effect of electroacupuncture on the morphological changes of the spinal dorsal horn and the expression of p38 mitogen-activated protein kinase in the injured spinal cord of rats with neuropathic pain","Zhou","2020","English","yes","No","EXCLUDE_ANIMAL","Rat neuropathic pain experiment; not an adult human perioperative surgical trial.","Rat neuropathic pain experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:29.081Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1342","14","42","3510","Effect of electroacupuncture pretreatment on differential expression profiles of myocardial long non-coding RNA and mRNA in mice with myocardial ischemia-reperfusion injury","Xu","2020","English","yes","No","EXCLUDE_ANIMAL","Mouse myocardial ischemia-reperfusion experiment; not an adult human perioperative surgical trial.","Mouse myocardial ischemia-reperfusion experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:29.940Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1343","14","43","3512","Efficacy of Electroacupuncture as an Adjunctive Treatment in Gastrointestinal Motility in Patients After Abdominal Surgery","Unknown","unclear","English","yes","No","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free title about electroacupuncture after abdominal surgery does not establish randomization, comparator, general anaesthesia, intervention timing, or primary clinical results; multiple essential criteria are unsupported.","Abstract-free title about electroacupuncture after abdominal surgery does not establish randomization, comparator, general anaesthesia, intervention timing, or primary clinical results; multiple essential criteria are unsupported.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:23:30.815Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
