"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2013","21","13","4855","Estimating contextual effect in nonpharmacological therapies for pain in knee osteoarthritis: a systematic analytic review.","Chen","2020","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as narrative review rather than an eligible randomized results report.","Ineligible publication type.","high","narrative_review","yes","not_applicable","not_applicable","ordinary TENS","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:08:35.832Z","","DOI: 10.1016/j.joca.2020.05.007; DOI: 10.1016/j.joca.2020.05.007"
"2014","21","14","4857","Gastrointestinal motility following thoracic surgery: the effect of thoracic epidural analgesia. A randomised controlled trial.","Zoumprouli","2017","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Gastrointestinal motility following thoracic surgery: the effect of thoracic epidural analgesia.","Wrong intervention.","high","primary_results","yes","yes","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","yes","All patients had bowel motility assessments 1 week preoperatively.","yes","no","no","no","yes","2026-07-26T16:08:36.881Z","","DOI: 10.1186/s12871-017-0427-y; DOI: 10.1186/s12871-017-0427-y"
"2015","21","15","4858","Cost-Effectiveness Analysis of Transcatheter Arterial Embolization Techniques for the Treatment of Gastrointestinal Bleeding in the United States.","Razavilar","2021","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Cost-Effectiveness Analysis of Transcatheter Arterial Embolization Techniques for the Treatment of Gastrointestinal Bleeding in the United States..","Wrong intervention.","high","primary_results","yes","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:37.904Z","","DOI: 10.1016/j.jval.2020.10.027; DOI: 10.1016/j.jval.2020.10.027"
"2016","21","16","4859","News.","Sherman","2011","English","no","No","EXCLUDE_NON_SURGICAL","News..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:38.925Z","",""
"2017","21","17","4871","Improvement of recovery parameters using patient‐controlled epidural analgesia for video‐assisted thoracoscopic surgery lobectomy in enhanced recovery after surgery: A prospective, randomized single center study.","Zejun","2018","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Improvement of recovery parameters using patient‐controlled epidural analgesia for video‐assisted thoracoscopic surgery lobectomy in enhanced recovery after surgery: A prospective, randomized single center study..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","Improvement of recovery parameters using patient‐controlled epidural analgesia for video‐assisted thoracoscopic surgery lobectomy in enhanced recovery after surgery: A prospective, randomized single center study..","yes","no","no","no","yes","2026-07-26T16:08:39.921Z","","DOI: 10.1111/1759-7714.12820; DOI: 10.1111/1759-7714.12820"
"2018","21","18","4875","The effect of green tea ointment on episiotomy pain and wound healing in primiparous women: A randomized, double-blind, placebo-controlled clinical trial.","Shahrahmani","2018","English","yes","No","EXCLUDE_NON_SURGICAL","The effect of green tea ointment on episiotomy pain and wound healing in primiparous women: A randomized, double-blind, placebo-controlled clinical trial..","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:40.623Z","","DOI: 10.1002/ptr.5999; DOI: 10.1002/ptr.5999"
"2019","21","19","4876","Comparison of Electroacupuncture and Mild-Warm Moxibustion on Brain-Gut Function in Patients with Constipation-Predominant Irritable Bowel Syndrome: A Randomized Controlled Trial.","Zhao","2018","English","yes","No","EXCLUDE_NON_SURGICAL","Comparison of Electroacupuncture and Mild-Warm Moxibustion on Brain-Gut Function in Patients with Constipation-Predominant Irritable Bowel Syndrome: A Randomized Controlled Trial..","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:41.314Z","","DOI: 10.1007/s11655-018-2838-0; DOI: 10.1007/s11655-018-2838-0"
"2020","21","20","4877","Planning and evaluation of a rehabilitation program in a home for the aged: use of hearing aids and assistive listening devices.","Pichora-Fuller MK","1997","English","yes","No","EXCLUDE_NON_SURGICAL","Planning and evaluation of a rehabilitation program in a home for the aged: use of hearing aids and assistive listening devices..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:42.019Z","",""
"2021","21","21","4879","Prediction model of artificial neural network for the risk of hyperuricemia incorporating dietary risk factors in a Chinese adult study.","Jie Zeng","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Prediction model of artificial neural network for the risk of hyperuricemia incorporating dietary risk factors in a Chinese adult study..","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:42.726Z","","DOI: 10.29219/fnr.v64.3712; DOI: 10.29219/fnr.v64.3712"
"2022","21","22","4881","Comparison of Pelvic Autonomic Nerve Function Recovery Between the Group only with Surgery and Group with Additional Acupuncture and Electrotherapy for Treatment in Patients with Rectal Cancer after Anus-Preserving Operation.","Jiaying Zhao","2018","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T16:08:46.960Z","","DOI: 10.3727/036012918X15353852193131; DOI: 10.3727/036012918X15353852193131"
"2023","21","23","4884","Can early oral prolonged-release oxycodone with or without naloxone reduce the duration of epidural analgesia after cystectomy? A 3-arm, randomized, double-blind, placebo-controlled trial.","Schneider","2018","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Can early oral prolonged-release oxycodone with or without naloxone reduce the duration of epidural analgesia after cystectomy?","Wrong intervention.","high","primary_results","no","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","no","From postoperative day 3, patients received batches with oxycodone, oxycodone/naloxone, or placebo every 12 hours (n = 30 in each arm).","yes","no","no","no","yes","2026-07-26T16:08:47.675Z","","DOI: 10.1097/j.pain.0000000000001112; DOI: 10.1097/j.pain.0000000000001112"
"2024","21","24","4887","Transarterial Ethanol Ablation for Small Hepatocellular Carcinoma (≤ 3 cm): A Comparative Study Versus Radiofrequency Ablation.","Yu","2020","English","yes","No","EXCLUDE_POPULATION","Transarterial Ethanol Ablation for Small Hepatocellular Carcinoma (≤ 3 cm): A Comparative Study Versus Radiofrequency Ablation..","Paediatric-only population.","high","primary_results","yes","unclear","no","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:48.759Z","","DOI: 10.1007/s00270-020-02426-4; DOI: 10.1007/s00270-020-02426-4"
"2025","21","25","4890","Phase II Trial of Transarterial Embolization Using an n-Butyl-2-Cyanoacrylate/Lipiodol Mixture (JIVROSG-0802).","Sugawara","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Phase II Trial of Transarterial Embolization Using an n-Butyl-2-Cyanoacrylate/Lipiodol Mixture (JIVROSG-0802)..","Wrong intervention.","high","primary_results","yes","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:49.441Z","","DOI: 10.1007/s00270-018-2141-7; DOI: 10.1007/s00270-018-2141-7"
"2026","21","26","4892","New method for postoperative pain relief using a combination of noxious and non-noxious stimuli after impacted wisdom tooth extraction.","Keiko Fujii-Abe","2019","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Although in clinical dentistry the major method used for pain relief is oral administration of analgesics, alternative methods are available, such as transcutaneous electrical nerve stimulation (TENS), acupuncture, vibration and conditioned pain modulation (CPM), formerly termed diffuse noxious inhibitory control.","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","yes","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:50.499Z","","DOI: 10.2334/josnusd.18-0187; DOI: 10.2334/josnusd.18-0187"
"2027","21","27","4893","Comparison of continuous thoracic epidural analgesia with bilateral erector spinae plane block for perioperative pain management in cardiac surgery.","Nagaraja","2018","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Comparison of continuous thoracic epidural analgesia with bilateral erector spinae plane block for perioperative pain management in cardiac surgery..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:51.164Z","","DOI: 10.4103/aca.ACA_16_18; DOI: 10.4103/aca.ACA_16_18"
"2028","21","28","4895","Comparison of efficacy and safety of lateral-to-medial continuous transversus abdominis plane block with thoracic epidural analgesia in patients undergoing abdominal surgery: A randomised, open-label feasibility study.","Ganapathy","2015","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Comparison of efficacy and safety of lateral-to-medial continuous transversus abdominis plane block with thoracic epidural analgesia in patients undergoing abdominal surgery: A randomised, open-label feasibility study..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:51.842Z","","DOI: 10.1097/EJA.0000000000000345; DOI: 10.1097/EJA.0000000000000345"
"2029","21","29","4897","The flexion space is more reliably balanced when using the transepicondylar axis as compared to the posterior condylar line.","Nodzo","2018","English","yes","No","EXCLUDE_WRONG_INTERVENTION","The flexion space is more reliably balanced when using the transepicondylar axis as compared to the posterior condylar line..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","yes","Intraoperative load measurements were taken at 10°, 45°, and 90° of flexion.<b>Results: </b>The PCA was similar between groups (TEA group: 4.2° ± 1.5° and PoCoLi group: 4.0° ± 1.3°; n.s.).","unclear","no","no","no","yes","2026-07-26T16:08:52.512Z","","DOI: 10.1007/s00167-018-4855-0; DOI: 10.1007/s00167-018-4855-0"
"2030","21","30","4902","Effectiveness of green tea mouthwash in postoperative pain control following surgical removal of impacted third molars: double blind randomized clinical trial.","Eshghpour","2013","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Effectiveness of green tea mouthwash in postoperative pain control following surgical removal of impacted third molars: double blind randomized clinical trial..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","no","The predictor variable was type of mouthwash and primary outcome variable was postoperative pain measured by visual analogue scale (VAS) during first week after surgery.","yes","no","no","no","yes","2026-07-26T16:08:53.163Z","","DOI: 10.1186/2008-2231-21-59; DOI: 10.1186/2008-2231-21-59"
"2031","21","31","4905","Observations on significant hemodynamic changes caused by a high concentration of epidurally administered ropivacaine: correlation and prediction study of stroke volume variation and central venous pressure in thoracic epidural anesthesia.","Young-Jae Oh","2017","English","yes","No","EXCLUDE_NON_SURGICAL","Observations on significant hemodynamic changes caused by a high concentration of epidurally administered ropivacaine: correlation and prediction study of stroke volume variation and central venous pressure in thoracic epidural anesthesia..","Non-operative or non-surgical population.","high","primary_results","yes","yes","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","yes","no","no","yes","2026-07-26T16:08:53.837Z","","DOI: 10.1186/s12871-017-0444-x; DOI: 10.1186/s12871-017-0444-x"
"2032","21","32","4908","Impacto del té verde epigalocatequina-3-galato en la expresión de HF1-a y mTORC2 en mujeres obesas: ¿efectos anticancerígenos y antiobesidad?","Ferreira Nicoletti","2019","English","yes","No","EXCLUDE_NON_SURGICAL","Impacto del té verde epigalocatequina-3-galato en la expresión de HF1-a y mTORC2 en mujeres obesas: ¿efectos anticancerígenos y antiobesidad?.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:54.498Z","","DOI: 10.20960/nh.2216; DOI: 10.20960/nh.2216"
"2033","21","33","4909","Effect of Lupin-Enriched Biscuits as Substitute Mid-Meal Snacks on Post-Prandial Interstitial Glucose Excursions in Post-Surgical Hospital Patients with Type 2 Diabetes.","Skalkos","2020","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Effect of Lupin-Enriched Biscuits as Substitute Mid-Meal Snacks on Post-Prandial Interstitial Glucose Excursions in Post-Surgical Hospital Patients with Type 2 Diabetes..","Wrong intervention.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:08:55.169Z","","DOI: 10.3390/nu12051239; DOI: 10.3390/nu12051239"
"2034","21","34","4911","Tomato-based randomized controlled trial in prostate cancer patients: Effect on PSA.","Paur","2017","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Tomato-based randomized controlled trial in prostate cancer patients: Effect on PSA..","Wrong intervention.","high","primary_results","no","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:56.090Z","","DOI: 10.1016/j.clnu.2016.06.014; DOI: 10.1016/j.clnu.2016.06.014"
"2035","21","35","4914","The effect of African leaf herbal tea on fast blood glucose on centration of prediabetes teachers in Makassar city.","#4914","uncertain","English","no","No","EXCLUDE_NON_SURGICAL","The effect of African leaf herbal tea on fast blood glucose on centration of prediabetes teachers in Makassar city..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:56.748Z","","DOI: 10.1016/j.enfcli.2019.10.081; DOI: 10.1016/j.enfcli.2019.10.081"
"2036","21","36","4915","Evaluation of Gastric Microcirculation by Laser Speckle Contrast Imaging During Esophagectomy.","Ambrus","2017","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Evaluation of Gastric Microcirculation by Laser Speckle Contrast Imaging During Esophagectomy..","Wrong intervention.","high","primary_results","yes","no","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","yes","This study used laser speckle contrast imaging (LSCI) to monitor gastric microcirculation during esophagectomy.<b>Study Design: </b>Forty-five patients undergoing open esophagectomy were randomized to primary activation (EA; 25 patients) or no intraoperative activation (LA; 20 patients) of TEA.","unclear","no","no","no","yes","2026-07-26T16:08:57.410Z","","DOI: 10.1016/j.jamcollsurg.2017.06.003; DOI: 10.1016/j.jamcollsurg.2017.06.003"
"2037","21","37","4916","Oral preoperative antioxidants in pancreatic surgery: A double-blind, randomized, clinical trial.","Braga","2012","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Oral preoperative antioxidants in pancreatic surgery: A double-blind, randomized, clinical trial..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","yes","Oral preoperative antioxidants in pancreatic surgery: A double-blind, randomized, clinical trial..","unclear","yes","no","no","yes","2026-07-26T16:08:58.072Z","","DOI: 10.1016/j.nut.2011.05.014; DOI: 10.1016/j.nut.2011.05.014"
"2038","21","38","4917","Thoracic epidural anesthesia for cardiac surgery: a randomized trial.","Svircevic V","2011","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Thoracic epidural anesthesia for cardiac surgery: a randomized trial..","Wrong intervention.","high","secondary_report","yes","yes","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","yes","yes","2026-07-26T16:08:58.960Z","","DOI: 10.1097/ALN.0b013e318201d2de; DOI: 10.1097/ALN.0b013e318201d2de"
"2039","21","39","4921","""We Had to Keep Pushing"": Caregivers'' Perspectives on Autism Screening and Referral Practices of Black Children in Primary Care.","Dababnah","2018","English","yes","No","EXCLUDE_POPULATION","""We Had to Keep Pushing"": Caregivers'' Perspectives on Autism Screening and Referral Practices of Black Children in Primary Care..","Paediatric-only population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:08:59.854Z","","DOI: 10.1352/1934-9556-56.5.321; DOI: 10.1352/1934-9556-56.5.321"
"2040","21","40","4922","A randomized controlled trial of green tea catechins in protection against ultraviolet radiation-induced cutaneous inflammation.","Farrar","2015","English","yes","No","EXCLUDE_NON_SURGICAL","A randomized controlled trial of green tea catechins in protection against ultraviolet radiation-induced cutaneous inflammation..","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:09:00.742Z","","DOI: 10.3945/ajcn.115.107995; DOI: 10.3945/ajcn.115.107995"
"2041","21","41","4924","The effect of thoracic epidural analgesia on the occurrence of late postoperative hypoxemia in patients undergoing elective coronary bypass surgery: a randomized controlled trial.","Lundstrøm","2005","English","yes","No","EXCLUDE_WRONG_INTERVENTION","The effect of thoracic epidural analgesia on the occurrence of late postoperative hypoxemia in patients undergoing elective coronary bypass surgery: a randomized controlled trial..","Wrong intervention.","high","primary_results","yes","yes","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","The effect of thoracic epidural analgesia on the occurrence of late postoperative hypoxemia in patients undergoing elective coronary bypass surgery: a randomized controlled trial..","yes","no","no","no","yes","2026-07-26T16:09:01.376Z","",""
"2042","21","42","4926","Evaluation of the Effect of Operator Experience on Outcome of Hepatic Artery Embolization of Hepatocellular Carcinoma in a Tertiary Cancer Center.","Yarmohammadi","2018","English","yes","No","EXCLUDE_POPULATION","Evaluation of the Effect of Operator Experience on Outcome of Hepatic Artery Embolization of Hepatocellular Carcinoma in a Tertiary Cancer Center..","Paediatric-only population.","high","primary_results","yes","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:09:06.459Z","","DOI: 10.1016/j.acra.2017.12.011; DOI: 10.1016/j.acra.2017.12.011"
"2043","21","43","4931","Transarterial Chemoembolization of Renal Cell Carcinoma: A Prospective Controlled Trial.","Karalli","2017","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Transarterial Chemoembolization of Renal Cell Carcinoma: A Prospective Controlled Trial..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:09:07.080Z","","DOI: 10.1016/j.jvir.2017.08.001; DOI: 10.1016/j.jvir.2017.08.001"
