trial_id,report_id,year,country,surgery,modality,comparator,randomized_n_report,randomized_n_counted,analyzed_n,age_i_c,sex_i_c,bmi_i_c,asa_i_c,anesthesia,rob2,language,source_pdf,source_sha256,source_text,n_source_page,n_source_excerpt,decision,notes
Gao_2022,Gao 2022,2022,China,High-risk laparoscopic non-gastrointestinal surgery (12-center trial),TEAS,Sham-Controlled (Placebo Double-Blind),1655,1655,827 / 828,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,4,"Results / CONSORT: 1,655 randomized, TEAS827 and sham828; separators in source preserved.",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Grech_2016,Grech 2016,2016,USA,Thyroid or parathyroid surgery,EA,Usual Care (Open-Label Control),20,20,9 women vs 9 women subgroup,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,High,English full text,retrieved_pdfs/030_grech_2016_lund.pdf,3e8ef2e6a5e8768cc4f9c4635ed2156fe7d03d529e4d140df84d8789138f6a63,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Grech_2016.txt,2,"ey Medical School, Rutgers University, Newark, NJ, USA and registered at clinicaltrials.gov (code NCT01937520). This wasa prospective double-blinded study with 20 patients undergoingthyroid and parathyroid surgery randomized in two groups: EA (n Z 11) group or sham (control, n Z 9) group. Participation was voluntary without economical compensation, and each participant signed a written consent. Exclusion criteria include pre-existing diabetes, cardiovascular",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Gu_2019,Gu 2019,2019,China,Laparoscopic radical gastrectomy,TEAS,Sham-Controlled (Placebo Double-Blind),120,120,58 vs 59,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,3,"ﬁcant. All analyses were performed with the Statistical Package for SPSS 24.0 (SPSS Inc., Chicago, IL, USA). 3. Results 3.1. Patients Of 139 screened patients, 120 patients met the inclusion criteria and were randomly allocated to one of the 2 study groups using random number tables. A total of 117 patients completed the trial (Fig. 2). No diﬀerences in the operation duration, TNM stage, operative method or anastomotic mode were observed among the groups. Bas",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Guo_2023,Guo 2023,2023,China,Older adults undergoing thoracoscopic pulmonary resection for suspected lung cancer,TEAS,Sham-Controlled (Placebo Double-Blind),128,128,55 vs 55,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,High,English full text,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,2,"n sequence was generated by Statistical Product and Service Solutions (SPSS 25.0) software, and the allocation code was performed by an independent technician, 128 patients were enrolled and randomly assigned to the TEAS group and the sham- F. Guo et al. ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
He_2026_breast_WJCO,He 2026 (breast/WJCO),2026,China,Adults undergoing elective breast cancer surgery,EA,Sham-Controlled (Placebo Double-Blind),130,130,65 vs 65,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/He_2026_breast_WJCO.txt,4," we collected and recorded all possible demographic and characteristic data as a baseline to describe the homogeneity of both groups of breast cancer patients. 130 patients were included in the statistics. No significant differences in baseline characteristics were found between the two groups (P > 0.05; Table 1). Primary outcome EA reduced the incidence of moderate to severe pain during exercise 24 hours after surgery. Specifically, 32 of 65 (49.2%) in the E",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
He_2026_hepatectomy_JIS,He 2026 (hepatectomy/JIS),2026,China,Adults scheduled for elective hepatectomy under general anesthesia,TEAS,Sham-Controlled (Placebo Double-Blind),161,161,80 vs 79,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anaesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/He_2026_hepatectomy_JIS.txt,2,"mary outcome was the incidence of PONV within 24 h postoperatively. Key secondary outcomes included the severity of PONV and pain after surgery. Results: Among 161 randomized patients, 159 completed the study. No significant difference was observed in the incidence of PONV within 24 h postoperatively between the TEAS and control groups (23.8% vs. 26.6%; OR, 95% CI: 0.86, 0.42–1.76). However, the TEAS group exhibited less patient controlled analgesia (PCA) att",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Hou_2023,Hou 2023,2023,China,Living kidney donors (LKDs) undergoing nephrectomy,TEAS,Sham-Controlled (Placebo Double-Blind),74,74,36 vs 36,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,retrieved_pdfs/007_hou_2023.pdf,e942cff2967fe015df636ad7e2c2070c665cdc8ac23b7dafab141d6d16cddbe6,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Hou_2023.txt,4,"vels). P values < 0.05 were considered statistically significant. All analyses were performed using IBM®SPSS 25.0 (Armonk, New York USA). 3. Results A total of 74 LKDs were recruited but two LKDs withdrew from the study for personal reasons (Fig. 1). Therefore, only 72 LKDs completed the study and were included in the final data analyses. There were no differences in baseline characteristics between the groups (Table 2). There were also no significant differ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Huang_2017,Huang 2017,2017,China,VATS lobectomy,EA,Sham-Controlled (Placebo Double-Blind),80,80,20 vs 20,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2017.txt,4,ase with American Society of Anesthesiologists score Recent use of TEAS or acupuncture Neural damage or infection along the meridian on which the acupoints lie 80 patients who met the inclusion criteria Con group n = 20 2/100 Hz n = 20 2 Hz n = 20 100 Hz n = 20 Fig. 1 Flow chart of trial distribution ,RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Huang_2024,Huang 2024,2024,China,Unilateral TKA,EA,Sham-Controlled (Placebo Double-Blind),114,114,38 vs 38,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anaesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2024.txt,1,"or sham EA in terms of relieving postoperative pain and promoting post-TKA rehabilitation. Methods: In this parallel, single-blind randomized controlled trial, 114 patients undergoing unilateral TKA were assigned to the contralateral EA (EA on the contralateral side + sham EA on the ipsilateral), ipsilateral EA (EA on the ipsilateral + sham EA on the contralateral side), or sham EA (sham EA on both sides) groups (n = 38 each). Treatment was performed once dai",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Huang_2025,Huang 2025,2025,China,Laparoscopic hysterectomy with or without salpingo-oophorectomy or salpingectomy,EA,Sham-Controlled (Placebo Double-Blind),101,101,43 vs 45,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia required,High,English full text,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2025.txt,4,The remaining patients were randomly allocated to the EA arm (n = 51) or the Standard care group (n = 50). Total101 derived by addition.,RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Jiang_2026,Jiang 2026,2026,China,Elective laparoscopic non-gastrointestinal surgery,TEAS,Sham-Controlled (Placebo Double-Blind),614,614,296 vs 297,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Jiang_2026.txt,3,"eligibility. Of these, 612 were eliminated because of failure to meet the inclusion criteria, refusal to take part in this study, or other reasons. Ultimately, 614 eligible patients were allocated to the TEAS (n = 308) or sham-TEAS (n = 306) group. During this study, 12 and 9 patients in the TEAS and sham-TEAS groups, respectively, withdrew. Thus, 587 patients (TEAS: n = 294; sham-TEAS: n = 293) were included in this study and were thereby enrolled in the fin",RESOLVED — SOURCE DETERMINATIVE,614 randomized 308/306; mITT593=296/297; PP587=294/293. Baseline sex/ASA denominators conflict; not repaired.
Jin_2023,Jin 2023,2023,China,Primigravida women after cesarean delivery,EA,Sham-Controlled (Placebo Double-Blind),174,174,53 vs 52,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,UNCLEAR — general anaesthesia not established,High,English full text,retrieved_pdfs/009_jin_2023.pdf,928c915846bbaba438191b56e2ce56d1cbfc88d52a6b213a40270366b05edf50,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Jin_2023.txt,3,"as set at P<.05/ k (k for number of comparisons). Results Patients and baseline characteristics A total of 453 patients were planned scheduled for CD, of which 174 eligible patients were enrolled; 250 patients were excluded for different reasons, and 29 were not randomized. The 174 patients were randomized to receive PCIA + 2-Hz EA (n=58), PCIA + 20/ 100−Hz EA (n=58), or PCIA + sham EA (n=58) treatment (Figure 1). Of note, 16 patients (9.2%) dropped out of th",RESOLVED — SOURCE DETERMINATIVE,174 randomized58/58/58;158 completed53/53/52. General anaesthesia not established from supplied main report; HOLD inference pending source verification.
Lee_2011,Lee 2011,2011,Taiwan,Women undergoing hysterectomy,TEAS,Sham-Controlled (Placebo Double-Blind),49,49,10 vs 12,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,retrieved_pdfs/049_lee_2011.pdf,7ccfcd9d5a6cb8d3957f2666285774d528469a929b619a9e28a7c2b56ca36fe5,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lee_2011.txt,3,"eceived allocated intervention (n = 12) Group 4 received allocated intervention (n = 12) Randomly assigned to group 1, 2, 3, or 4 Assessed for eligibility (n = 49) Analysed (n = 13) Analysed (n = 12) Analysed (n = 12) Analysed (n = 10) Completed allocated intervention (n = 13) Completed allocated intervention (n = 12) Completed allocated intervention (n = 12) Discontinued intervention (n = 2) due to the inability to carry out the VAS Follow up Enrolment Allo",RESOLVED — SOURCE DETERMINATIVE,49 randomized13/12/12/12; two low-frequency participants excluded;47 analyzed. Abstract calls47 randomized; flow/body control.
Li_2021,Li 2021,2021,China,"Adults undergoing laparoscopic gastric, colon, or rectal tumor resection",TEAS,Sham-Controlled (Placebo Double-Blind),280,280,140 vs 140,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,"Same between groups, determined by chief anesthesiologist",High,English full text,TEAS EA Verification/Source PDFs/covidence_437_full_article.pdf,52c6875e2a79825acdfc51e806e848b8da74b70d9a854fcb8a042e264e1b5aca,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Li_2021.txt,1,"patients with gastric and colorectal surgery for improving postoperative gastrointestinal function. Design, setting, participants and interventions: A total of 280 patients undergoing abdominal surgery were stratiﬁed by type of surgery (i.e., gastric or colorectal surgery) and randomly allocated into the TEAS group (group T) or the sham group (group S). Patients in group T received TEAS at LI4, PC6, ST36 and ST37. Patients in group S received pseudo-TEAS at s",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Li_2022,Li 2022,2022,China,Adults undergoing elective thyroidectomy,EA,Sham-Controlled (Placebo Double-Blind),80,80,39 vs 40,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/getfile.php.pdf,adc64abb5486e6a8fc358d6ffe320df7742a381dc3592167dc97dfbabb4b2d8d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Li_2022.txt,4,"of 80 patients, should be reasonable for our study. Results Patient Features, Surgery, and Anesthesia All 83 eligible subjects were included in the study, with 80 being hospitalized and randomly assigned to one of the two groups. One patient dropped out of the EA group after declining to undergo the procedure. The records of the remaining 79 patients were analyzed. Figure 2 depicts the study’s flow diagram. Figure 1 Electronic von Frey (EvF) device. https://",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Liang_2021,Liang 2021,2021,China,Transurethral resection of the prostate (TURP),TEAS,Usual Care (Open-Label Control),75,75,35 vs 35,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,High,English full text,retrieved_pdfs/014_liang_2021.pdf,cf2cc8a627b115ade55a85190c39352aa1a8e63ff1974e4a33dc7b65f961a5a3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liang_2021.txt,5,"ta is presented as mean standard deviations. TEAS: transcutaneous electrical acupoint stimulation. Enrollment Assessed for eligibility (n = 80) Randomized (n = 75) Allocation Lost to follow-up (surgical procedure change) (n = 3) Discontinued intervention (n = 0) Lost to follow-up (n = 0) Discontinued intervention (blood sample loss, failure to arterial puncture) (n = 2) Follow-up Analysis Excluded (n = 5) Not meeting inclusion criteria (n = 3) (i) Other reas",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Lin_2002,Lin 2002,2002,Taiwan,Abdominal hysterectomy / lower abdominal surgery,EA,Sham-Controlled (Placebo Double-Blind),100,100,25 per arm,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_951_lin_2002.pdf,3269060aad01eab541c8f7a29ae1088b784936d22b0384e8797f905da1a6550d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lin_2002.txt,2,", as well as postoperative opioid-related side effects. 2. Methods 2.1. Subjects The study protocol was approved by the Hospital Research Committee. A total of 100 female patients were enrolled. After providing written informed consent, patients of ASA physical status I–II (American Society of Anesthe- siology nomenclature) who were scheduled for abdominal hysterectomy were randomly divided into four groups of 25 each by a computer-generated randomization seq",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Liu_2015,Liu 2015,2015,China,Supratentorial craniotomy,TEAS,Sham-Controlled (Placebo Double-Blind),92,92,44 / 44,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2015.txt,1,"ctrical acupuncture stimulation (TEAS) during supratentorial tumour resection for postoperative recovery and side effects. Methods In a blinded clinical trial, 92 patients scheduled for supratentorial craniotomy under general anaesthesia were randomly allocated into either a multipoint TEAS (n=46) or a sham TEAS group (n=46). All patients received total intravenous anaesthesia (TIVA) with propofol and sufentanil. The target concentration of sufentanil was ad",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Liu_2021,Liu 2021,2021,China,Elderly patients undergoing laparoscopic radical resection of colon cancer,TEAS,Usual Care (Open-Label Control),100,100,50 vs 50,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/getfile.php-2.pdf,02e9d16c8cb8dd39b10b0e073b010a22888c05ae8dd4c6cc7ccfafdf2e0bf2cb,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2021.txt,4,"ry drugs (n = 1 [0.95%]), aural disorders inability to cooperate (n = 2 [1.9%]), skin damage located on the right ST36 acupoints (n = 1 [0.95%]). The remaining 100 patients were randomly divided into Group T and Group C (Figure 2). Patient Characteristics The patients included into this final cohort were all Han Chinese, the general characteristics of the entire patients included gender [female, 49 (49%)], age (70.24±5.143 years), BMI (24.78±3.04 kg/m2), Amer",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
