"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"711","8","11","1768","Effects of body electroacupuncture on plasma leptin concentrations in people with obesity and overweight in Iran: a randomized controlled trial","Darbandi","2013","English","yes","NO","EXCLUDE_NON_SURGICAL_POPULATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Randomized electroacupuncture study for obesity and weight management, not perioperative surgery.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","sham acupuncture","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:45:53.686Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"712","8","12","1769","The immediate effects of electro-acupuncture on gastrocnemius muscle tone of children with spastic cerebral palsy","Feiyong","2019","English","yes","NO","EXCLUDE_PEDIATRIC_NON_SURGICAL","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Pediatric nonsurgical cerebral-palsy treatment study.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:46:13.332Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"713","8","13","1771","Effects of electroacupuncture in postanaesthetic shivering during regional anaesthesia","ACTRN12612000096853","2012","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results; surgery used subarachnoid regional anesthesia rather than general anesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","sham","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:46:34.342Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"714","8","14","1772","Study on Electroacupuncture Therapy for Alleviating Catheter-Related Bladder Discomfort After General Anesthesia Surgery","ChiCTR2600120633","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:46:53.996Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"715","8","15","1774","Effect of Electroacupuncture on discomfort in patients undergoing colonoscopy: a multi-centre, Randomized, Controlled Clinical Trial","ChiCTR2300073485","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results; colonoscopy is not operative surgery under general anesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:47:14.947Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"716","8","16","1775","Electroacupuncture combined with thunder-fire moxibustion in the treatment of cold-dampness knee osteoarthritis: a randomized controlled clinical trial","Chen","2020","English","yes","NO","EXCLUDE_NON_SURGICAL_POPULATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Nonsurgical knee-osteoarthritis treatment study; intervention also combines electroacupuncture with explicitly excluded moxibustion.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:48:31.952Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"717","8","17","1776","Study on the mechanism of cerebrospinal synchronized imaging of the whole-body modulation effect of acupoints in the limb department","","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without study results; mechanistic acupoint imaging study is not perioperative surgery.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:48:49.973Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"718","8","18","1777","The clinical study for the treatment of postoperative intractable lumbago of lumbar dysplasia by the method of Jingangchu based on the theory of hamstring disease","","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; treatment targets recurrent chronic lumbago more than two years after lumbar-disc surgery, outside acute postoperative recovery.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:49:00.653Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"719","8","19","1778","The effect of Zhulian inhibition type-II acupuncture manipulation combined with Cervical spine rotation manipulation for cervical dizziness: a randomized controlled clinical trial","","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; cervical-dizziness treatment is nonsurgical and not perioperative.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:49:13.942Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"720","8","20","1779","Effect of Acupuncture on Lung Cancer-Related Fatigue: a Multi-center Randomized Controlled Trial","","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; EA begins 3–6 months after lung-cancer surgery, outside acute postoperative recovery.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:49:25.030Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"721","8","21","1780","Efficacy of electro-acupuncture in postpartum with diastasis recti abdominis: a randomized controlled clinical trial","Liu","2022","English","yes","NO","EXCLUDE_NON_SURGICAL_POPULATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Postpartum diastasis-recti rehabilitation study; no operative perioperative setting.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:49:47.697Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"722","8","22","1781","The meridian balance method electro-acupuncture treatment on chronic pelvic pain in women: a threearmed randomised pilot study using a mixed methods approach","Chong","2018","English","yes","NO","EXCLUDE_NON_SURGICAL_POPULATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Chronic pelvic-pain treatment study, not perioperative surgery.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:49:57.910Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"723","8","23","1782","Pelvic Pain Electro-Acupuncture","","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; chronic pelvic pain/endometriosis treatment is nonsurgical.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:50:07.345Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"724","8","24","1783","Acupuncture for mixed urinary incontinence: a randomized single-blind placebo-controlled trial","Zhou","2021","English","yes","NO","EXCLUDE_NON_SURGICAL_POPULATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Mixed urinary-incontinence treatment study, not perioperative surgery.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:50:16.627Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"725","8","25","1784","A comparative study of a deeply-inserted acupotomy applied to Hyeopcheok points and usual Korean Medicine treatments for lumbosacral radiculopathy: safety, effectiveness, cost-effectiveness (A randomized controlled, two-arm, parallel study, pilot study,","","2021","English","yes","NO","EXCLUDE_INELIGIBLE_INTERVENTION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Acupotomy for lumbosacral radiculopathy is an explicitly ineligible needling intervention and is not perioperative surgery.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:50:32.192Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"726","8","26","1785","Acupuncture for Preventing Chemotherapy-Induced Peripheral Neuropathy (CIPN) in patients with early-stage colorectal cancer: a Feasibility, Effectiveness, and Safety Study","","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; acupuncture is delivered during chemotherapy rather than perioperative surgery.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:51:12.055Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"727","8","27","1786","Optimizing Patient Analgesic Experience During IVF","","2013","English","yes","NO","EXCLUDE_INELIGIBLE_INTERVENTION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","RCT compares conscious sedation with versus without paracervical lidocaine block during oocyte retrieval; electroacupuncture is background only and not an intervention.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:51:36.359Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"728","8","28","1787","Acupuncture in Distal Radius Fracture Patients","","2015","English","yes","NO","EXCLUDE_INELIGIBLE_INTERVENTION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Trial-registration record of laser acupuncture begun after cast removal, approximately 4–6 weeks after injury or surgery; laser acupuncture is excluded and timing is outside acute postoperative recovery.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:51:55.751Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"729","8","29","1788","GB34 Acupuncture in Acute Cholecystitis","","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; acupuncture is evaluated as treatment for acute cholecystitis rather than as a perioperative intervention under general anaesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:52:05.424Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"730","8","30","1789","Electroacupuncture Preconditioning on Geriatric Noncardiac Surgery","","2011","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; otherwise potentially eligible perioperative EA preconditioning study.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:52:34.988Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"731","8","31","1791","Electro-acupuncture (EA) induced attenuation of immunosuppression appearing after epidural or intrathecal injection of morphine in patients and rats","Zhang","1996","English","yes","MAYBE","UNCERTAIN_RANDOMIZATION","EA is used in postoperative cholecystectomy patients, but allocation is not described in the abstract.","Potentially eligible acute postoperative EA study after cholecystectomy; abstract does not state whether the patient comparison was randomized.","moderate","primary_results","yes","5","1","randomization","likely","uncertain","eligible","uncertain","uncertain","yes","likely","Acute postoperative administration is implied but exact session timing is not fully stated.","yes","no","no","yes","2026-07-27T12:52:55.809Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"732","8","32","1793","[Influence of Electro-acupuncture over Gastrointestinal Peristalsis in Post-operative Epidural Anesthesia Pump] (in Chinese)","Zhang","2003","Chinese","no","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","No abstract; title identifies postoperative epidural anaesthesia/analgesia rather than confirming surgery under general anaesthesia, and randomized allocation is not reported.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","yes","no","yes","2026-07-27T12:53:18.409Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"733","8","33","1794","200 Cases of Post-Operating Pain in Oral Surgery Using Electro-Acupuncture : preliminary Report","Scarsella","1990","English","no","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Preliminary 200-case oral-surgery report with no abstract or randomized design stated; routine oral surgery is generally not performed under general anaesthesia.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:53:30.832Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"734","8","34","1795","A pilot trial to evaluate the clinical efficacy of electro-acupuncture intervention in postoperative bowel paralysis after laparoscopic colorectal cancer surgery","","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; otherwise potentially eligible postoperative EA versus sham EA study.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:53:41.677Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"735","8","35","1796","Cardioprotective effects of Electro-acupuncture","","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; surface electrical stimulation at PC5/PC6 before valve surgery is potentially eligible TEAS but not a completed results report.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:53:55.096Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"736","8","36","1797","Intra-operative electroacupuncture: inconclusive findings add nothing new","Baxter","2009","English","yes","NO","EXCLUDE_NON_ORIGINAL_PUBLICATION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Commentary/editorial rather than an original randomized trial report.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:54:12.486Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"737","8","37","1798","Electroacupuncture treatment of post-operative pain in oral surgery","Scarsella","1994","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Oral-surgery postoperative pain report with only “200” as abstract and no randomized allocation stated; routine oral surgery is generally not under general anaesthesia.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:54:21.168Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"738","8","38","1799","Immediate effect of meridian balance method and electro-acupuncture and electro-acupuncture for chronic lower back pain individuals","","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; chronic low-back-pain treatment is nonsurgical.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:54:35.152Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"739","8","39","1800","Acupuncture for post-operative pain in patients with traumatic multiple rib fracture","","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; prolonged three-month acupuncture/EA rehabilitation after rib-fracture surgery does not establish initiation within 24 postoperative hours.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:54:50.557Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"740","8","40","1801","Electroacupuncture versus transcutaneous nerve stimulation in the management of post-operative pain","Bhattacharya","1987","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","No abstract; the citation does not identify the surgical procedure, general anaesthesia, randomized allocation, or exact acute treatment timing.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:55:55.714Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"741","8","41","1802","Electro-acupuncture for pain relief after endoscopic sinus surgery: a randomized controlled trial","","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; otherwise eligible EA versus sham EA after endoscopic sinus surgery under general anaesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:56:08.255Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"742","8","42","1803","Effects of preconditioning of electro-acupuncture on postoperative delirium in elderly with ischemic cerebrovascular disease","","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; otherwise potentially eligible preoperative EA in lumbar surgery under general anaesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:56:22.056Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"743","8","43","1804","Effects of preconditioning of electro-acupuncture on postoperative delirium in elderly","","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registration record without results; otherwise potentially eligible preoperative EA in elderly lumbar-surgery patients under general anaesthesia.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:56:35.342Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"744","8","44","1805","Reaction of the pituitary-adrenal system on surgical operations by combined anaesthesia using electro-acupuncture","Markelova","1986","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","No abstract; citation does not establish randomized allocation, the role and separability of EA, or general anaesthesia.","high","primary_results","yes","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T12:56:45.180Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
