"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1615","17","15","3875","Randomized-Controlled Trial of Acupuncture for Chronic Pain After Breast Cancer Treatment","#3875","2016","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T15:53:49.953Z","",""
"1616","17","16","3876","Effect of Combined-acupoint or Single-acupoint Stimulation Before Surgery on Post Mastectomy Pain: a Multicentre Randomised Controlled Trial","#3876","2016","English","yes","Maybe","UNCERTAIN_INTERVENTION_SEPARABILITY","The abstract does not completely establish the arm structure or balance of background care.","An independently separable eligible comparison may exist but is not established.","moderate","secondary_report","no","yes","yes","TEAS","unclear or active-only","unclear","not_applicable","unclear","yes","Effect of Combined-acupoint or Single-acupoint Stimulation Before Surgery on Post Mastectomy Pain: a Multicentre Randomised Controlled Trial.","yes","no","no","yes","yes","2026-07-26T15:53:50.665Z","",""
"1617","17","17","3877","Electroacupuncture of ""Quchi"" (LI 11) Inhibits the Elevation of Arterial Blood Pressure and Abnormal Sympathetic Nerve Activity in Hypertension Rats","Tan","2016","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture of ""Quchi"" (LI 11) Inhibits the Elevation of Arterial Blood Pressure and Abnormal Sympathetic Nerve Activity in Hypertension Rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:53:51.793Z","",""
"1618","17","18","3878","Neuropathway involved in the ameliorating effect of electroacupuncture at ST36 on gastric slow wave dysrhythmia in rats","Zhang","2016","English","yes","No","EXCLUDE_ANIMAL","Neuropathway involved in the ameliorating effect of electroacupuncture at ST36 on gastric slow wave dysrhythmia in rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:53:52.477Z","",""
"1619","17","19","3879","Electro-acupuncture as analgesia technique for DBS in parkinson''s disease (10065)","Raoul","2016","English","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","Usually this kind of surgery was done under local anesthesia to evaluate the benefit of the surgery on rigidity, tremor and akinesia and to verify that there is no side effect.","The procedure was conducted without general anaesthesia.","high","primary_results","yes","no","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:53:53.432Z","","DOI: 10.1111/ner.12428; DOI: 10.1111/ner.12428"
"1620","17","20","3881","Effect of electro-acupuncture pretreatment at neiguan point on NO, NOS of rabbit serum during myocardial ischemia-reperfusion","Wang","2016","English","yes","No","EXCLUDE_ANIMAL","Effect of electro-acupuncture pretreatment at neiguan point on NO, NOS of rabbit serum during myocardial ischemia-reperfusion.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:53:54.376Z","","DOI: 10.1055/s-0036-1578700; DOI: 10.1055/s-0036-1578700"
"1621","17","21","3885","Electroacupuncture Stimulation of Different Acupoint or Paired Acupoints on Expression of BDNF and TrkB Proteins and Genes in Hippocampus in Myocardial Ischemic Rats","Wang","2016","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture Stimulation of Different Acupoint or Paired Acupoints on Expression of BDNF and TrkB Proteins and Genes in Hippocampus in Myocardial Ischemic Rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:21.347Z","",""
"1622","17","22","3886","Inhibition of spinal microglia and astrocytes contributes to the anti-allodynic effect of electroacupuncture in neuropathic pain induced by spinal nerve ligation","Liang","2016","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture (EA) has been used widely to treat various chronic pain diseases, however, the underlying mechanisms of EA are still not fully understood.METHODS: Male Sprague-Dawley rats were randomly divided into four groups, including an untreated healthy Control group (n=14), a True-spinal nerve ligation (SNL) group that underwent SNL and remained untreated (n=25), a True-SNL+EA group that underwent SNL followed by EA treatment (n=25), and a Sham-SNL group that underwent sham surgery and remained untreated (n=15).","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:22.163Z","","DOI: 10.1136/acupmed-2015-010773; DOI: 10.1136/acupmed-2015-010773"
"1623","17","23","3887","Birefringence of collagen fibres in rat calcaneal tendons treated with acupuncture during three phases of healing","Almeida","2016","English","yes","No","EXCLUDE_ANIMAL","Birefringence of collagen fibres in rat calcaneal tendons treated with acupuncture during three phases of healing.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:22.911Z","","DOI: 10.1136/acupmed-2015-010845; DOI: 10.1136/acupmed-2015-010845"
"1624","17","24","3888","Analysis of acupuncture prescription for treatment of postoperative nausea and vomiting based on the modern literature","Shi","2016","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","Analysis of acupuncture prescription for treatment of postoperative nausea and vomiting based on the modern literature.","yes","no","no","no","yes","2026-07-26T15:54:24.059Z","","DOI: 10.11569/wcjd.v24.i3.474; DOI: 10.11569/wcjd.v24.i3.474"
"1625","17","25","3889","Blockade of the brachial plexus abolishes activation of specific brain regions by electroacupuncture at LI4: A functional MRI study","Collazo","2016","English","yes","No","EXCLUDE_NON_SURGICAL","Blockade of the brachial plexus abolishes activation of specific brain regions by electroacupuncture at LI4: A functional MRI study.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T15:54:24.781Z","","DOI: 10.1016/j.acu.2015.12.001; DOI: 10.1016/j.acu.2015.12.001"
"1626","17","26","3895","In vivo assessment of the efficacy and safety of O/W photoprotective emulsions containing tea as external phase","Almeida","2016","English","yes","No","EXCLUDE_NON_SURGICAL","In vivo assessment of the efficacy and safety of O/W photoprotective emulsions containing tea as external phase.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T15:54:25.798Z","","DOI: 10.19277/bbr.2016.51; DOI: 10.19277/bbr.2016.51"
"1627","17","27","3898","Effects of Electroacupuncture Intervention on Oxygen Free Radicals and Expression of Apoptosis-related Proteins in Rats with Ischemic Learning and Memory Disorder","Hou","2015","English","yes","No","EXCLUDE_ANIMAL","Effects of Electroacupuncture Intervention on Oxygen Free Radicals and Expression of Apoptosis-related Proteins in Rats with Ischemic Learning and Memory Disorder.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:26.515Z","",""
"1628","17","28","3901","Electroacupuncture ameliorates cognitive impairment and regulates the expression of apoptosis-related genes Bcl-2 and Bax in rats with cerebral ischaemia-reperfusion injury","Liu","2015","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture ameliorates cognitive impairment and regulates the expression of apoptosis-related genes Bcl-2 and Bax in rats with cerebral ischaemia-reperfusion injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:27.555Z","","DOI: 10.1136/acupmed-2014-010728; DOI: 10.1136/acupmed-2014-010728"
"1629","17","29","3902","Effects of electroacupuncture at GB points on markers of osteoporosis and bodyweight in ovariectomised rats","Wang","2015","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture at GB points on markers of osteoporosis and bodyweight in ovariectomised rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:28.568Z","","DOI: 10.1136/acupmed-2014-010743; DOI: 10.1136/acupmed-2014-010743"
"1630","17","30","3904","Effects and mechanisms of the electroacupuncture at ST36 and PC6 on the postoperative ileus in a rodent model","Murakami","2015","English","yes","No","EXCLUDE_ANIMAL","CG rats were performed laparotomy.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","Effects and mechanisms of the electroacupuncture at ST36 and PC6 on the postoperative ileus in a rodent model.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:29.571Z","","DOI: 10.1111/jgh.13186; DOI: 10.1111/jgh.13186"
"1631","17","31","3907","Neurohumor Mechanism of Deferent Frequency Transcutaneous Electrical Acupoint Stimulation(TEAS): A Prospective, Randomized Controlled Trial","#3907","2015","English","yes","No","EXCLUDE_NON_SURGICAL","Neurohumor Mechanism of Deferent Frequency Transcutaneous Electrical Acupoint Stimulation(TEAS): A Prospective, Randomized Controlled Trial.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","yes","no","no","yes","2026-07-26T15:54:30.268Z","",""
"1632","17","32","3908","Efficiency of Transcutaneous Electrical Acupoint Stimulation(TEAS) With Single Acupoint or Two Acupoints for Postoperative Nausea and Vomiting in Laparoscopic Operation: A Single Center, Randomized, Double-blinded, Controlled Clinical Trial","#3908","2015","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","TEAS","unclear or active-only","unclear","not_applicable","unclear","yes","Postoperative nausea and vomiting was recorded 30 minute, 2 hour, 6 hour and 24 hour after the operation.","yes","no","no","no","yes","2026-07-26T15:54:31.239Z","",""
"1633","17","33","3910","Electroacupuncture treatment in morphine tolerance rat model with metastatic bone pain","Sima","2015","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture treatment in morphine tolerance rat model with metastatic bone pain.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:32.245Z","","DOI: 10.1093/annonc/mdv471.11; DOI: 10.1093/annonc/mdv471.11"
"1634","17","34","3912","Effect of Different Time of Transcutaneous Electric Acupoint Stimulation(TEAS) on Acupuncture Anesthesia","#3912","2015","English","yes","Maybe","UNCERTAIN_RANDOMIZATION","Effect of Different Time of Transcutaneous Electric Acupoint Stimulation(TEAS) on Acupuncture Anesthesia.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","unclear","unclear","EA and TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T15:54:33.246Z","",""
"1635","17","35","3916","Effect of Electroacupuncture Intervention on CaMK II-CREB Pathway in Spinal Cord in Rats with Spared Nerve Injury","Yan","2015","English","yes","No","EXCLUDE_ANIMAL","Effect of Electroacupuncture Intervention on CaMK II-CREB Pathway in Spinal Cord in Rats with Spared Nerve Injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:34.192Z","",""
"1636","17","36","3917","Effect of Electroacupuncture Intervention on Expression of Cx 43 and Concentration of Glutamate in the Striatum of Rats with Parkinson''s Disease","Ma Jun","2015","English","yes","No","EXCLUDE_ANIMAL","Effect of Electroacupuncture Intervention on Expression of Cx 43 and Concentration of Glutamate in the Striatum of Rats with Parkinson''s Disease.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:34.906Z","",""
"1637","17","37","3921","A Double-Blind, Placebo-Controlled Randomized Evaluation of the Effect of the Erchonia FX-635 on Low Back Pain","#3921","2015","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Alternative treatment options include acupuncture; chiropractic manipulation; biofeedback; traction; transcutaneous electrical nerve stimulation (TENS); and ultrasound.","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","yes","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:54:35.863Z","",""
"1638","17","38","3923","Application of Laser Acupuncture in Rehabilitating Patients With Distal Radius Fracture","#3923","2015","English","yes","No","EXCLUDE_ANIMAL","A recent study using rats showed that laser stimulation of acupuncture point (located in the leg) caused a significant antinociceptive effect controlling the behavior induced in rats caused by pain after peritoneal injection of acetic acid and injection of formalin in rat paws.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","Another study concluded that electroacupuncture plus radiation therapy with infrared rays and passive exercises was clearly superior to therapy with only exercises after surgery for humerus fracture.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:36.772Z","",""
"1639","17","39","3925","Effects of electro-acupuncture on neuronal apoptosis and associative function in rats with spinal cord injury","Li","2015","English","yes","No","EXCLUDE_ANIMAL","Effects of electro-acupuncture on neuronal apoptosis and associative function in rats with spinal cord injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","In electro-acupuncture group and electro-acupuncture control group, the residual urine volume of the 7th day after operation was significant lower than the 1st day after operation (P < 0.001), and there was statistically significant difference on the 7th day after operation between two groups (P < 0.001).","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:37.466Z","",""
"1640","17","40","3926","Effect of Electroacupuncture on 26 S Proteasome and Nuclear Factor kappa B in Substantia Nigra of Rats with Rotenone-induced Parkinson''s Disease","Tu","2015","English","yes","No","EXCLUDE_ANIMAL","Effect of Electroacupuncture on 26 S Proteasome and Nuclear Factor kappa B in Substantia Nigra of Rats with Rotenone-induced Parkinson''s Disease.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:40.951Z","",""
"1641","17","41","3928","Effects of acupuncture at ST25 on inflammatory mediators and nuclear factor κB activation in a rat model of severe acute pancreatitis","Xue","2015","English","yes","No","EXCLUDE_ANIMAL","Effects of acupuncture at ST25 on inflammatory mediators and nuclear factor κB activation in a rat model of severe acute pancreatitis.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:55.398Z","","DOI: 10.1136/acupmed-2014-010609; DOI: 10.1136/acupmed-2014-010609"
"1642","17","42","3932","Effects of electroacupuncture on the expression of related protein mRNA in the striatum in rats with Parkinson''s disease","Wang","2015","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture on the expression of related protein mRNA in the striatum in rats with Parkinson''s disease.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:54:56.590Z","",""
"1643","17","43","3934","Acupuncture with manual and electrical stimulation for labour pain: A two month follow up of recollection of pain and birth experience","Vixner","2015","English","yes","No","EXCLUDE_NON_SURGICAL","Acupuncture with manual and electrical stimulation for labour pain: A two month follow up of recollection of pain and birth experience.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:54:57.941Z","","DOI: 10.1186/s12906-015-0708-2; DOI: 10.1186/s12906-015-0708-2"
"1644","17","44","3935","Effect of Acupuncture on Postoperative Ileus After Gastrectomy in Patients With Gastric Cancer: A Pilot Study","#3935","2015","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","In the A group, acupuncture treatment was given once daily for up to 5 consecutive days starting on postoperative day 1.","unclear","no","no","no","yes","2026-07-26T15:54:58.714Z","",""
"1645","17","45","3936","Effects of Transcutaneous Electrical Acupoint Stimulation on the Stress Response During Extubation After General Anesthesia in Elderly Patients Undergoing Elective Supratentorial Craniotomy","#3936","2015","English","yes","Maybe","UNCERTAIN_TIMING","The perioperative study is otherwise eligible, but the first stimulation time cannot be placed confidently at or before 24 postoperative hours.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","no","yes","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T15:54:59.788Z","",""
"1646","17","46","3938","Effect of Electroacupuncture on Ultrastructure of Oligodendrocytes and Expression of the Related Marker Proteins in the Marginal Zone of Cerebral Ischemia Locus in Rats","Luo","2015","English","yes","No","EXCLUDE_ANIMAL","Effect of Electroacupuncture on Ultrastructure of Oligodendrocytes and Expression of the Related Marker Proteins in the Marginal Zone of Cerebral Ischemia Locus in Rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:55:00.613Z","",""
"1647","17","47","3939","Effect of Electroacupuncture at ""Shuigou"" (GV 26) on Immunoactivity and Content of Protein Kinase C in the Middle Cerebral Artery in Acute Cerebral Infarction Rats","Lü","2015","English","yes","No","EXCLUDE_ANIMAL","Effect of Electroacupuncture at ""Shuigou"" (GV 26) on Immunoactivity and Content of Protein Kinase C in the Middle Cerebral Artery in Acute Cerebral Infarction Rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:55:01.356Z","",""
