"model_id","k","N","effect","se","ci_low","ci_high","p","tau2","I2","pi_low","pi_high","max_effect_input_difference","max_variance_input_difference"
"pain6to24_movement_EA_usual",1,400,-0.29314381270903,0.143449062316206,-0.574298808464837,-0.0119888169532239,0.0409990698667001,0,NA,NA,NA,2.22044604925031e-16,3.46944695195361e-18
"flatus_TEAS_sham",8,1505,-5.33482085977539,1.58870057462137,-9.09150076704448,-1.5781409525063,0.0121177880726167,14.9675848191916,87.3541410892547,-15.2243665470611,4.55472482751037,1.77635683940025e-15,8.88178419700125e-16
"flatus_EA_sham",1,110,-7.2,4.59944660702884,-16.2147496985915,1.81474969859147,0.117487809477763,0,NA,NA,NA,7.105427357601e-15,7.105427357601e-15
"flatus_EA_usual",4,725,-2.88763676284237,0.785310028453595,-5.38684376139676,-0.388429764287987,0.0348282669884427,1.24823815645803,55.9904327234958,NA,NA,0,0
"bowelsounds_TEAS_sham",3,812,-7.19078205022251,1.02896789020824,-11.6180735518515,-2.76349054859349,0.019868099121773,1.66351941175875,51.562941482445,NA,NA,0,2.22044604925031e-16
"defecation_TEAS_sham",4,1182,-7.76920185452616,3.0477488451788,-17.4684989062981,1.93009519724579,0.0840044102368988,18.9627864018583,52.279665512803,NA,NA,1.77635683940025e-15,0
"defecation_EA_sham",1,110,-21.6,7.90586663641168,-37.0952138739437,-6.10478612605629,0.00629228133081531,0,NA,NA,NA,3.5527136788005e-15,0
"defecation_EA_usual",4,435,-10.1058918074367,7.15939411090899,-32.890279143769,12.6784955288956,0.252919620289349,149.445110559343,97.5975917352218,NA,NA,0,0
"opioid48_EA_usual_PCA",1,81,-6,2.36127291012656,-10.6280098615181,-1.37199013848186,0.0110535178401588,0,NA,NA,NA,0,0
"opioid72_EA_usual_PCA",1,180,-0.5,1.82650242570633,-4.07987897205945,3.07987897205945,0.784278870711254,0,NA,NA,NA,0,0
"opioid72_EA_sham_PCA",1,25,-8.4,7.10004062826946,-22.3158239201793,5.51582392017927,0.236772758766505,0,NA,NA,NA,0,0
"opioid48_TEAS_sham_uncertain_suf0.25",2,239,-3.21943826437302,2.25279251473003,-31.8438811846547,25.4050046559087,0.388692147257695,9.61676671083862,94.664600333897,NA,NA,0,0
"opioid48_TEAS_sham_uncertain_suf0.5",2,239,-5.85015834673842,4.9574945638021,-68.841099252881,57.1407825594042,0.447537139339691,48.2427187420887,98.146842700704,NA,NA,0,1.11022302462516e-16
"opioid48_TEAS_sham_uncertain_suf1",2,239,-11.1903100884183,10.3647308897582,-142.88670280904,120.506082632204,0.475628751274384,212.480026867089,98.8893458551061,NA,NA,0,4.44089209850063e-16
"intraop_remifentanil_TEAS_sham",6,1013,-114.811710316949,33.0177285105828,-199.686483480224,-29.9369371536732,0.0177104655638827,3331.67393370427,60.4450019282566,-285.747561540045,56.1241409061482,2.8421709430404e-14,0
"intraop_remifentanil_TEAS_usual",2,175,-25.2786539846233,85.2872839012222,-1108.95634462581,1058.39903665656,0.816560926937173,12093.6193780323,83.007866077016,NA,NA,0,0
"intraop_remifentanil_EA_usual",1,400,-16.7558528428094,29.3341020592538,-74.2496363977691,40.7379307121502,0.567859139476556,0,NA,NA,NA,0,1.13686837721616e-13
"intraop_remifentanil_EA_sham",1,70,-38.3000000000001,138.616933618207,-309.984197539064,233.384197539064,0.782316873373327,0,NA,NA,NA,0,0
"tramadol24_TEAS_usual_PCA",1,31,-129.41,38.3579513486665,-204.590203164126,-54.2297968358741,0.00074152650328698,0,NA,NA,NA,0,0
"tramadol24_TEAS_active_PCA",1,31,-29.28,27.9915516346748,-84.1424330753559,25.5824330753559,0.295547227200932,0,NA,NA,NA,0,0
"pethidine24_TEAS_usual_rescue",1,31,-12.46,12.8747451592902,-37.6940368223402,12.7740368223402,0.333151184139979,0,NA,NA,NA,1.77635683940025e-15,0
"pethidine24_TEAS_active_rescue",1,31,-13.09,15.865866283209,-44.1865264986179,18.0065264986179,0.40934796279976,0,NA,NA,NA,0,0
"ponv24_TEAS_active",1,85,-1.18044230691574,0.62150462232418,-2.3985689828963,0.0376843690648183,0.0575211150557796,0,NA,NA,NA,2.22044604925031e-16,5.55111512312578e-17
"pain24_TEAS_active_unspecified",1,85,-0.47,0.238640019052222,-0.937725842612307,-0.00227415738769332,0.048896432096149,0,NA,NA,NA,0,0
"ponv24_TEAS_broad_sham_sensitivity",11,3532,-0.466761119497783,0.0958172554270173,-0.680255269005413,-0.253266969990153,0.000650281055145583,0.0378112212493999,47.7511452288453,-0.949769861274333,0.0162476222787672,2.22044604925031e-16,5.55111512312578e-17
"flatus_TEAS_sham_SMD_sensitivity",8,1505,-0.583527962320192,0.218165204768768,-1.09940669637013,-0.0676492282702578,0.0317821068733442,0.324694418261014,92.1298251599514,-2.02631789004144,0.859261965401053,5.81756864903582e-14,1.38777878078145e-15
"flatus_EA_sham_SMD_sensitivity",1,110,-0.296432547955515,0.19173694403208,-0.672230052764164,0.0793649568531329,0.122095458167687,0,NA,NA,NA,3.33066907387547e-16,0
"flatus_EA_usual_SMD_sensitivity",4,725,-0.487118743855088,0.0809921988760222,-0.744872067924888,-0.229365419785288,0.00921039446788756,0,0,NA,NA,2.62012633811537e-14,7.63278329429795e-17
"flatus_TEAS_sham_without_Zheng2025",7,1420,-4.98331751265779,1.84880627709124,-9.50718350254355,-0.459451522772025,0.0357932659629073,17.6702207672493,83.055410686634,-16.2200273350149,6.2533923096993,1.77635683940025e-15,8.88178419700125e-16
"bowelsounds_TEAS_sham_without_Zheng2025",2,727,-6.0863991558107,1.12045976836206,-20.3231903712659,8.15039205964453,0.115899207340206,0,0,NA,NA,0,2.22044604925031e-16
"intraop_remifentanil_TEAS_sham_without_Zheng2025",5,928,-141.16187121489,38.3949424320378,-247.763321194672,-34.5604212351072,0.0212678585421534,2730.50903257351,37.9888956449721,-321.196313900089,38.8725714703097,2.8421709430404e-14,0
